Address,DateTime,Number,Type,Category
2900 BLOCK RADFORD RD,2017-04-08,2017-00005418,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2017-04-09,2017-00005419,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2017-04-09,2017-00005420,Traffic Stop,Traffic
1200 BLOCK ROCK RD,2017-04-09,2017-00005422,Traffic Stop,Traffic
RADFORD RD  / ROCK RD,2017-04-09,2017-00005423,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-04-09,2017-00005425,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2017-04-09,2017-00005427,Traffic Stop,Traffic
,2017-04-09,2017-00005432,Traffic Hazard,Traffic
MEADOW CREEK RD  / TYLER RD,2017-04-09,2017-00005443,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2017-04-09,2017-00005445,Traffic Stop,Traffic
DEN HILL RD  / ELLETT RD,2017-04-09,2017-00005446,Reckless Driving,Traffic
PILOT RD  / UNION VALLEY RD,2017-04-09,2017-00005463,Reckless Driving,Traffic
ROANOKE RD  / ALLEGHANY SPRING RD,2017-04-09,2017-00005467,Reckless Driving,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-04-10,2017-00005474,Reckless Driving,Traffic
DOMINION DR  / PEPPERS FERRY RD,2017-04-10,2017-00008155,Traffic Stop,Traffic
4000 BLOCK RINER RD,2017-04-10,2017-00005481,Motor Vehicle Crash,Traffic
ARSENAL CIR  / PEPPERS FERRY RD,2017-04-10,2017-00005487,Motor Vehicle Crash,Traffic
,2017-04-10,2017-00005490,Traffic Hazard,Traffic
PRICES FORK RD / PEPPERS FERRY RD,2017-04-10,2017-00005491,Reckless Driving,Traffic
1400 BLOCK CEDAR RUN RD,2017-04-10,2017-00005241,Traffic Stop,Traffic
4200 BLOCK PRICES FORK RD,2017-04-10,2017-00005517,Traffic Stop,Traffic
BROOKSFIELD RD  / PRICES FORK RD,2017-04-10,2017-00005521,Motor Vehicle Crash,Traffic
VICKER SWITCH RD  / PEPPERS FERRY RD,2017-04-10,2017-00005530,Motor Vehicle Crash,Traffic
3700 BLOCK SOUTH MAIN ST,2017-04-10,2017-00005535,DUI,Traffic
3700 BLOCK SOUTH MAIN ST,2017-04-10,2017-00005259,DUI,Traffic
3000 BLOCK PILOT RD,2017-04-10,2017-00005539,Motor Vehicle Crash- W/Injuries,Traffic
3000 BLOCK PILOT RD,2017-04-10,2017-00001164,Motor Vehicle Crash- W/Injuries,Traffic
3000 BLOCK PILOT RD,2017-04-10,2017-00000252,Motor Vehicle Crash- W/Injuries,Traffic
RINER RD  / SMITH CREEK RD,2017-04-10,2017-00005541,Traffic Hazard,Traffic
RINER RD  / SMITH CREEK RD,2017-04-10,2017-00008199,Traffic Hazard,Traffic
,2017-04-10,2017-00005546,Traffic Stop,Traffic
,2017-04-10,2017-00005547,Traffic Stop,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-04-11,2017-00005565,Motor Vehicle Crash- W/Injuries,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-04-11,2017-00000255,Motor Vehicle Crash- W/Injuries,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-04-11,2017-00001171,Motor Vehicle Crash- W/Injuries,Traffic
4800 BLOCK PRICES FORK RD,2017-04-11,2017-00005578,Traffic Hazard,Traffic
3600 BLOCK RADFORD RD,2017-04-11,2017-00005585,Reckless Driving,Traffic
3900 BLOCK FIVE POINTS RD,2017-04-11,2017-00005591,Traffic Hazard,Traffic
CHILDRESS RD  / MEADOW CREEK RD,2017-04-11,2017-00005592,Motor Vehicle Crash- W/Injuries,Traffic
CHILDRESS RD  / MEADOW CREEK RD,2017-04-11,2017-00000045,Motor Vehicle Crash- W/Injuries,Traffic
CHILDRESS RD  / MEADOW CREEK RD,2017-04-11,2017-00000155,Motor Vehicle Crash- W/Injuries,Traffic
CHILDRESS RD  / MEADOW CREEK RD,2017-04-11,2017-00000026,Motor Vehicle Crash- W/Injuries,Traffic
400 BLOCK CONSTITUTION RD,2017-04-11,2017-00005595,Reckless Driving,Traffic
,2017-04-11,2017-00005598,Motor Vehicle Crash,Traffic
JENNELLE RD  / SOUTH MAIN ST,2017-04-11,2017-00005600,Traffic Stop,Traffic
000 BLOCK FORK RD INTERSTATE 81 N RAMP,2017-04-11,2017-00005611,Traffic Stop,Traffic
ROANOKE RD  / ENTERPRISE DR,2017-04-12,2017-00005618,Motor Vehicle Crash,Traffic
3500 BLOCK PRICES FORK RD,2017-04-12,2017-00005338,Traffic Stop,Traffic
3500 BLOCK PRICES FORK RD,2017-04-12,2017-00005624,Traffic Stop,Traffic
PRICES FORK RD  / WISE LN,2017-04-12,2017-00005626,Motor Vehicle Crash,Traffic
STONES KEEP LN  / ROANOKE RD,2017-04-12,2017-00005633,Traffic Stop,Traffic
SOUTH MAIN CROSSOVER  / SOUTH MAIN ST,2017-04-12,2017-00008309,Traffic Stop,Traffic
4200 BLOCK PANDAPAS POND RD,2017-04-12,2017-00005638,Motor Vehicle Crash- W/Injuries,Traffic
4200 BLOCK PANDAPAS POND RD,2017-04-12,2017-00000271,Motor Vehicle Crash- W/Injuries,Traffic
4200 BLOCK PANDAPAS POND RD,2017-04-12,2017-00000888,Motor Vehicle Crash- W/Injuries,Traffic
4200 BLOCK PANDAPAS POND RD,2017-04-12,2017-00000336,Motor Vehicle Crash- W/Injuries,Traffic
2100 BLOCK GARDNER ST,2017-04-12,2017-00005645,Traffic Stop,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-04-12,2017-00005646,Motor Vehicle Crash- W/Injuries,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-04-12,2017-00001183,Motor Vehicle Crash- W/Injuries,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-04-12,2017-00000260,Motor Vehicle Crash- W/Injuries,Traffic
MTN MISSION CHURCH RD  / PANDAPAS POND RD,2017-04-12,2017-00005653,Traffic Stop,Traffic
BAINS CHAPEL RD  / WHISTLER RD,2017-04-12,2017-00005654,Traffic Stop,Traffic
2100 BLOCK GARDNER ST,2017-04-12,2017-00005656,Traffic Stop,Traffic
5200 BLOCK PRICES FORK RD,2017-04-13,2017-00005667,Traffic Hazard,Traffic
DEN HILL RD  / ROANOKE RD,2017-04-13,2017-00005671,Traffic Stop,Traffic
ROANOKE RD  / ALLEGHANY SPRING RD,2017-04-13,2017-00005695,Traffic Stop,Traffic
RADFORD RD  / HARMAN DR,2017-04-13,2017-00008401,Traffic Stop,Traffic
3200 BLOCK PEPPERS FERRY RD,2017-04-13,2017-00005701,Motor Vehicle Crash,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-04-13,2017-00005702,Motor Vehicle Crash- W/Injuries,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-04-13,2017-00000047,Motor Vehicle Crash- W/Injuries,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-04-13,2017-00000158,Motor Vehicle Crash- W/Injuries,Traffic
000 BLOCK FORK RD INTERSTATE 81 N RAMP,2017-04-13,2017-00005710,Traffic Stop,Traffic
,2017-04-13,2017-00005711,Traffic Hazard,Traffic
4400 BLOCK PEPPERS FERRY RD,2017-04-13,2017-00005716,Reckless Driving,Traffic
2400 BLOCK MEADOW CREEK RD,2017-04-13,2017-00005717,Motor Vehicle Crash- W/Injuries,Traffic
2400 BLOCK MEADOW CREEK RD,2017-04-13,2017-00000049,Motor Vehicle Crash- W/Injuries,Traffic
2400 BLOCK MEADOW CREEK RD,2017-04-13,2017-00000159,Motor Vehicle Crash- W/Injuries,Traffic
PANDAPAS POND RD  / FORTRESS DR,2017-04-13,2017-00005720,Motor Vehicle Crash,Traffic
3900 BLOCK SOUTH MAIN ST,2017-04-14,2017-00005444,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2017-04-14,2017-00008443,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-04-14,2017-00005736,Traffic Stop,Traffic
LIFE DR  / RINER RD,2017-04-14,2017-00008474,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-04-14,2017-00005748,Traffic Stop,Traffic
CROZIER RD  / ROANOKE RD,2017-04-14,2017-00005755,Traffic Stop,Traffic
UNION VALLEY RD  / NOLLEY RD,2017-04-14,2017-00005759,Traffic Stop,Traffic
,2017-04-14,2017-00008493,Traffic Stop,Traffic
MCCORMICK RD  / PEPPERS FERRY RD,2017-04-14,2017-00005765,Motor Vehicle Crash,Traffic
STONES KEEP LN  / ROANOKE RD,2017-04-14,2017-00005772,Traffic Stop,Traffic
8500 BLOCK ROANOKE RD,2017-04-14,2017-00005775,Traffic Stop,Traffic
NOLEN RD  / PEPPERS FERRY RD,2017-04-14,2017-00008534,Traffic Stop,Traffic
,2017-04-14,2017-00008541,Traffic Stop,Traffic
4000 BLOCK RINER RD,2017-04-14,2017-00005785,Traffic Stop,Traffic
MERRIMAC RD  / ADAMS MARKE DR,2017-04-15,2017-00008547,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-04-15,2017-00005787,Traffic Stop,Traffic
4200 BLOCK PRICES FORK RD,2017-04-15,2017-00005790,Traffic Stop,Traffic
PRICES FORK RD  / MCCOY RD,2017-04-15,2017-00005793,Traffic Stop,Traffic
CRAB CREEK RD  / SWITCHBACK RD,2017-04-15,2017-00005795,Motor Vehicle Crash- W/Injuries,Traffic
CRAB CREEK RD  / SWITCHBACK RD,2017-04-15,2017-00000265,Motor Vehicle Crash- W/Injuries,Traffic
CRAB CREEK RD  / SWITCHBACK RD,2017-04-15,2017-00001209,Motor Vehicle Crash- W/Injuries,Traffic
3300 BLOCK ALLEGHANY SPRING RD,2017-04-15,2017-00005801,Motor Vehicle Crash- W/Injuries,Traffic
3300 BLOCK ALLEGHANY SPRING RD,2017-04-15,2017-00000055,Motor Vehicle Crash- W/Injuries,Traffic
3300 BLOCK ALLEGHANY SPRING RD,2017-04-15,2017-00000231,Motor Vehicle Crash- W/Injuries,Traffic
1800 BLOCK MOUNT TABOR RD,2017-04-15,2017-00005817,Reckless Driving,Traffic
PEPPERS FERRY RD  / NOLEN RD,2017-04-15,2017-00008614,Traffic Stop,Traffic
1500 BLOCK PEPPERS FERRY RD,2017-04-15,2017-00008618,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2017-04-15,2017-00008619,Traffic Stop,Traffic
,2017-04-15,2017-00005823,DUI,Traffic
,2017-04-15,2017-00005824,Traffic Stop,Traffic
,2017-04-15,2017-00008625,Traffic Stop,Traffic
1900 BLOCK PEPPERS FERRY RD,2017-04-15,2017-00005827,Traffic Stop,Traffic
4300 BLOCK RINER RD,2017-04-15,2017-00005829,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2017-04-15,2017-00008636,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-04-15,2017-00005836,Traffic Stop,Traffic
,2017-04-16,2017-00008651,Traffic Stop,Traffic
,2017-04-16,2017-00005839,Traffic Stop,Traffic
,2017-04-16,2017-00008652,Traffic Stop,Traffic
,2017-04-16,2017-00005842,Traffic Stop,Traffic
,2017-04-16,2017-00005844,Traffic Stop,Traffic
ROANOKE RD  / DARK RUN RD,2017-04-16,2017-00005846,Traffic Stop,Traffic
7600 BLOCK ROANOKE RD,2017-04-16,2017-00005847,Traffic Stop,Traffic
ALLEGHANY SPRING RD  / FLICK DR,2017-04-16,2017-00005848,Traffic Hazard,Traffic
PRICES FORK RD  / BRUNSWICK DR,2017-04-16,2017-00005853,Traffic Stop,Traffic
,2017-04-16,2017-00000056,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-16,2017-00000233,Motor Vehicle Crash- W/Injuries,Traffic
RINER RD  / MEADOW CREEK RD,2017-04-16,2017-00008701,DUI,Traffic
LUSTERS GATE RD  / WOODLAND HILLS DR,2017-04-16,2017-00005880,Motor Vehicle Crash,Traffic
5300 BLOCK ROANOKE RD,2017-04-16,2017-00005881,Traffic Stop,Traffic
DOMINION DR  / CHRISMAN MILL RD,2017-04-16,2017-00008720,Traffic Stop,Traffic
FAIRVIEW CHURCH RD  / CHILDRESS RD,2017-04-17,2017-00005889,Reckless Driving,Traffic
WHITETHORNE RD  / MCCOY RD,2017-04-17,2017-00005898,Reckless Driving,Traffic
WHITETHORNE RD  / MCCOY RD,2017-04-17,2017-00007795,Reckless Driving,Traffic
,2017-04-17,2017-00000269,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-17,2017-00001241,Motor Vehicle Crash- W/Injuries,Traffic
400 BLOCK FERRY RD 460 BYPASS,2017-04-17,2017-00005912,Motor Vehicle Crash,Traffic
1100 BLOCK SMITH CREEK RD,2017-04-17,2017-00005913,Motor Vehicle Crash- W/Injuries,Traffic
1100 BLOCK SMITH CREEK RD,2017-04-17,2017-00000050,Motor Vehicle Crash- W/Injuries,Traffic
1100 BLOCK SMITH CREEK RD,2017-04-17,2017-00000164,Motor Vehicle Crash- W/Injuries,Traffic
1500 BLOCK UNION VALLEY RD,2017-04-17,2017-00005919,Traffic Hazard,Traffic
1400 BLOCK CHRISMAN MILL RD,2017-04-17,2017-00005921,Motor Vehicle Crash,Traffic
4000 BLOCK RINER RD,2017-04-17,2017-00005929,Traffic Stop,Traffic
DEN HILL RD  / IZAAK WALTON LN,2017-04-18,2017-00005937,Traffic Hazard,Traffic
ROANOKE RD  / POPLAR HOLLOW RD,2017-04-18,2017-00005942,Motor Vehicle Crash,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-04-18,2017-00005946,Radar,Traffic
CRABAPPLE RD  / PEPPERS FERRY RD,2017-04-18,2017-00005947,Traffic Stop,Traffic
2400 BLOCK PEPPERS FERRY RD,2017-04-18,2017-00005948,Traffic Stop,Traffic
4000 BLOCK RINER RD,2017-04-18,2017-00008823,DUI,Traffic
3600 BLOCK PEPPERS FERRY RD,2017-04-18,2017-00005961,Reckless Driving,Traffic
3600 BLOCK PEPPERS FERRY RD,2017-04-18,2017-00008833,Reckless Driving,Traffic
4000 BLOCK PRICES FORK RD,2017-04-18,2017-00005972,Radar,Traffic
PEPPERS FERRY RD  / MASS CIR,2017-04-18,2017-00005988,Reckless Driving,Traffic
HIGH ROCK HILL RD  / TANBARK RD,2017-04-18,2017-00005990,Traffic Hazard,Traffic
JENNELLE RD  / CATNIP LN,2017-04-18,2017-00005992,Traffic Stop,Traffic
NORTH FORK RD  / ENTERPRISE DR,2017-04-18,2017-00005993,Traffic Stop,Traffic
3900 BLOCK PILOT RD,2017-04-18,2017-00005996,Reckless Driving,Traffic
1600 BLOCK PEPPERS FERRY RD,2017-04-18,2017-00008868,Traffic Stop,Traffic
2500 BLOCK LICK RUN RD,2017-04-19,2017-00005999,Traffic Hazard,Traffic
2100 BLOCK GARDNER ST,2017-04-19,2017-00006001,Traffic Stop,Traffic
3500 BLOCK PRICES FORK RD,2017-04-19,2017-00005741,Traffic Stop,Traffic
PEPPERS FERRY RD / DOMINION DR,2017-04-19,2017-00008907,Traffic Stop,Traffic
800 BLOCK MEERKAT LN,2017-04-19,2017-00006046,Motor Vehicle Crash,Traffic
700 BLOCK RD SR 745,2017-04-19,2017-00006047,Traffic Stop,Traffic
4900 BLOCK ROANOKE RD,2017-04-19,2017-00006048,Traffic Hazard,Traffic
5600 BLOCK RINER RD,2017-04-19,2017-00006050,Motor Vehicle Crash- W/Injuries,Traffic
5600 BLOCK RINER RD,2017-04-19,2017-00000053,Motor Vehicle Crash- W/Injuries,Traffic
5600 BLOCK RINER RD,2017-04-19,2017-00000168,Motor Vehicle Crash- W/Injuries,Traffic
6100 BLOCK INDIAN VALLEY RD,2017-04-19,2017-00006055,Reckless Driving,Traffic
PEPPERS FERRY RD  / ARSENAL CIR,2017-04-19,2017-00006057,Motor Vehicle Crash,Traffic
OLD ROUGH RD  / RINER RD,2017-04-19,2017-00006061,DUI,Traffic
PRICES FORK RD  / MCCOY RD,2017-04-19,2017-00006064,Traffic Stop,Traffic
CHILDRESS RD / DRY VALLEY RD,2017-04-19,2017-00006067,Traffic Hazard,Traffic
3000 BLOCK PEPPERS FERRY RD,2017-04-19,2017-00006068,Motor Vehicle Crash,Traffic
,2017-04-19,2017-00006070,DUI,Traffic
,2017-04-19,2017-00008940,DUI,Traffic
1400 BLOCK RADFORD RD,2017-04-20,2017-00006076,Traffic Stop,Traffic
,2017-04-20,2017-00006087,Motor Vehicle Crash,Traffic
GREEN HILL LN  / ROANOKE RD,2017-04-20,2017-00006086,Traffic Stop,Traffic
,2017-04-20,2017-00006105,Motor Vehicle Crash,Traffic
PEPPERS FERRY RD / PRICES FORK RD,2017-04-20,2017-00006119,Reckless Driving,Traffic
1600 BLOCK PEPPERS FERRY RD,2017-04-20,2017-00009003,Traffic Stop,Traffic
PRICES FORK RD  / MERRIMAC RD,2017-04-20,2017-00006131,Traffic Stop,Traffic
3200 BLOCK RINER RD,2017-04-20,2017-00006133,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-04-21,2017-00006142,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2017-04-21,2017-00006152,Traffic Stop,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-04-21,2017-00006161,Radar,Traffic
3200 BLOCK PEPPERS FERRY RD,2017-04-21,2017-00006162,Traffic Stop,Traffic
200 BLOCK WALTON RD,2017-04-21,2017-00006170,Hit and Run,Traffic
STEVENSON LN  / ROANOKE RD,2017-04-21,2017-00006177,Traffic Stop,Traffic
ROANOKE RD  / FRIENDSHIP RD,2017-04-21,2017-00006181,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-04-21,2017-00006185,Traffic Stop,Traffic
3900 BLOCK PRICES FORK RD,2017-04-21,2017-00006186,Traffic Stop,Traffic
900 BLOCK LUSTERS GATE RD,2017-04-21,2017-00006192,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2017-04-22,2017-00006193,Traffic Stop,Traffic
4300 BLOCK RINER RD,2017-04-22,2017-00006195,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-04-22,2017-00006196,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-04-22,2017-00006197,Traffic Stop,Traffic
,2017-04-22,2017-00009112,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-22,2017-00006203,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-22,2017-00001277,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-22,2017-00000275,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-22,2017-00000243,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-22,2017-00000172,Motor Vehicle Crash- W/Injuries,Traffic
OLD PIKE RD  / GOLD RUSH RD,2017-04-22,2017-00006212,Reckless Driving,Traffic
3100 BLOCK YELLOW SULPHUR RD,2017-04-22,2017-00005953,Traffic Stop,Traffic
PLUM CREEK RD  / GATE RD,2017-04-22,2017-00006217,Traffic Hazard,Traffic
4300 BLOCK BAINS CHAPEL RD,2017-04-22,2017-00006220,Motor Vehicle Crash- W/Injuries,Traffic
4300 BLOCK BAINS CHAPEL RD,2017-04-22,2017-00000055,Motor Vehicle Crash- W/Injuries,Traffic
4300 BLOCK BAINS CHAPEL RD,2017-04-22,2017-00000175,Motor Vehicle Crash- W/Injuries,Traffic
MUD PIKE  / FIRE TOWER RD,2017-04-22,2017-00006224,Traffic Stop,Traffic
5300 BLOCK ROANOKE RD,2017-04-22,2017-00006227,Traffic Stop,Traffic
PEPPERS FERRY RD  / CINNABAR RD,2017-04-22,2017-00006229,Motor Vehicle Crash,Traffic
ROANOKE RD  / RIFFE ST,2017-04-22,2017-00006230,Traffic Stop,Traffic
100 BLOCK JENNELLE RD,2017-04-22,2017-00006232,Traffic Stop,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-04-22,2017-00006233,Traffic Stop,Traffic
RINER RD  / CAMP CARYSBROOK RD,2017-04-22,2017-00006236,Traffic Stop,Traffic
TRACKSIDE DR  / BLOUNT DR,2017-04-22,2017-00006238,Traffic Stop,Traffic
,2017-04-22,2017-00006239,Traffic Stop,Traffic
WAYSIDE DR  / ROANOKE RD,2017-04-22,2017-00006240,Traffic Stop,Traffic
,2017-04-22,2017-00000057,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-22,2017-00000247,Motor Vehicle Crash- W/Injuries,Traffic
2900 BLOCK RADFORD RD,2017-04-23,2017-00006248,Traffic Stop,Traffic
,2017-04-23,2017-00001291,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-23,2017-00000278,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-23,2017-00000279,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-23,2017-00001293,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-23,2017-00000280,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-23,2017-00001295,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-23,2017-00000027,Motor Vehicle Crash- W/Injuries,Traffic
1400 BLOCK THOMAS LN,2017-04-23,2017-00006260,Traffic Hazard,Traffic
,2017-04-23,2017-00000281,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-23,2017-00001296,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD  / CONSTITUTION RD,2017-04-23,2017-00006262,Reckless Driving,Traffic
2200 BLOCK CAMP CARYSBROOK RD,2017-04-23,2017-00006263,Traffic Hazard,Traffic
4900 BLOCK WAYSIDE DR,2017-04-23,2017-00006265,Traffic Hazard,Traffic
PILOT RD  / FAWN LN,2017-04-23,2017-00006266,Motor Vehicle Crash,Traffic
1200 BLOCK CHRISMAN MILL RD,2017-04-23,2017-00009245,Motor Vehicle Crash,Traffic
1200 BLOCK CHRISMAN MILL RD,2017-04-23,2017-00006268,Motor Vehicle Crash,Traffic
5200 BLOCK PRICES FORK RD,2017-04-24,2017-00006277,Traffic Hazard,Traffic
4300 BLOCK NORTH FORK RD,2017-04-24,2017-00006278,Traffic Hazard,Traffic
SURFACE RD  / UNION VALLEY RD,2017-04-24,2017-00006283,Traffic Hazard,Traffic
1200 BLOCK CHRISMAN MILL RD,2017-04-24,2017-00009275,Traffic Hazard,Traffic
1700 BLOCK NORTH FORK RD,2017-04-24,2017-00006285,Traffic Hazard,Traffic
DOMINION DR  / CHRISMAN MILL RD,2017-04-24,2017-00009277,Traffic Stop,Traffic
FAIRVIEW CHURCH RD  / SIDNEY CHURCH RD,2017-04-24,2017-00006286,Traffic Hazard,Traffic
PILOT RD  / NOLLEY RD,2017-04-24,2017-00006287,Traffic Hazard,Traffic
MCCOY RD  / PRICES FORK RD,2017-04-24,2017-00006299,Reckless Driving,Traffic
,2017-04-24,2017-00006302,Reckless Driving,Traffic
ROANOKE RD  / CROZIER RD,2017-04-24,2017-00006303,Reckless Driving,Traffic
BROAD SHOALS RD  / RINER RD,2017-04-24,2017-00006304,Motor Vehicle Crash- W/Injuries,Traffic
BROAD SHOALS RD  / RINER RD,2017-04-24,2017-00000056,Motor Vehicle Crash- W/Injuries,Traffic
BROAD SHOALS RD  / RINER RD,2017-04-24,2017-00000178,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD  / ONYX DR,2017-04-24,2017-00006305,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD  / ONYX DR,2017-04-24,2017-00000285,Motor Vehicle Crash- W/Injuries,Traffic
PEPPERS FERRY RD  / ONYX DR,2017-04-24,2017-00001304,Motor Vehicle Crash- W/Injuries,Traffic
2500 BLOCK BIG FALLS RD,2017-04-24,2017-00006307,Traffic Hazard,Traffic
YELLOW SULPHUR RD  / JENNELLE RD,2017-04-24,2017-00006311,Hit and Run,Traffic
2900 BLOCK LITTLE RIVER RD,2017-04-24,2017-00006312,Motor Vehicle Crash,Traffic
5500 BLOCK DESIGN LN,2017-04-25,2017-00006330,Motor Vehicle Crash,Traffic
3300 BLOCK MOUNT TABOR RD,2017-04-25,2017-00006334,Motor Vehicle Crash,Traffic
VICTORIA LN  / PEPPERS FERRY RD,2017-04-25,2017-00006347,Motor Vehicle Crash,Traffic
5100 BLOCK NORTH FORK RD,2017-04-25,2017-00006348,Motor Vehicle Crash,Traffic
WAYSIDE DR  / ROANOKE RD,2017-04-25,2017-00009371,Traffic Hazard,Traffic
3900 BLOCK OLDTOWN RD,2017-04-25,2017-00006364,Traffic Stop,Traffic
3400 BLOCK DRY VALLEY RD,2017-04-25,2017-00006380,Motor Vehicle Crash- W/Injuries,Traffic
3400 BLOCK DRY VALLEY RD,2017-04-25,2017-00000057,Motor Vehicle Crash- W/Injuries,Traffic
3400 BLOCK DRY VALLEY RD,2017-04-25,2017-00000180,Motor Vehicle Crash- W/Injuries,Traffic
4000 BLOCK PRICES FORK RD,2017-04-26,2017-00006385,Traffic Stop,Traffic
,2017-04-26,2017-00006389,Traffic Hazard,Traffic
,2017-04-26,2017-00000287,Motor Vehicle Crash- W/Injuries,Traffic
,2017-04-26,2017-00001320,Motor Vehicle Crash- W/Injuries,Traffic
6900 BLOCK ROANOKE RD,2017-04-26,2017-00006396,Traffic Stop,Traffic
SHIRE LN  / PEPPERS FERRY RD,2017-04-26,2017-00006398,Traffic Stop,Traffic
3800 BLOCK CATAWBA RD,2017-04-26,2017-00006401,Traffic Hazard,Traffic
3500 BLOCK PILOT RD,2017-04-26,2017-00006427,Motor Vehicle Crash- W/Injuries,Traffic
3500 BLOCK PILOT RD,2017-04-26,2017-00000059,Motor Vehicle Crash- W/Injuries,Traffic
3500 BLOCK PILOT RD,2017-04-26,2017-00000184,Motor Vehicle Crash- W/Injuries,Traffic
4600 BLOCK CROZIER RD,2017-04-26,2017-00006432,Reckless Driving,Traffic
WALTON RD  / PEPPERS FERRY RD,2017-04-26,2017-00006436,Hit and Run,Traffic
ALLEGHANY SPRING RD  / WILLIS HOLLOW RD,2017-04-26,2017-00006444,Traffic Stop,Traffic
ALLEGHANY SPRING RD  / WILLIS HOLLOW RD,2017-04-26,2017-00009458,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2017-04-26,2017-00006447,Traffic Stop,Traffic
3600 BLOCK PEPPERS FERRY RD,2017-04-26,2017-00006448,Traffic Stop,Traffic
1400 BLOCK RADFORD RD,2017-04-26,2017-00006449,Traffic Stop,Traffic
1500 BLOCK PEPPERS FERRY RD,2017-04-26,2017-00009459,Traffic Stop,Traffic
,2017-04-26,2017-00006452,Motor Vehicle Crash,Traffic
5200 BLOCK NORTH FORK RD,2017-04-27,2017-00006458,Traffic Stop,Traffic
ROANOKE RD  / FRIENDSHIP RD,2017-04-27,2017-00006460,Traffic Stop,Traffic
CINNABAR RD  / PEPPERS FERRY RD,2017-04-27,2017-00006461,Motor Vehicle Crash- W/Injuries,Traffic
CINNABAR RD  / PEPPERS FERRY RD,2017-04-27,2017-00009468,Motor Vehicle Crash- W/Injuries,Traffic
CINNABAR RD  / PEPPERS FERRY RD,2017-04-27,2017-00008502,Motor Vehicle Crash- W/Injuries,Traffic
CINNABAR RD  / PEPPERS FERRY RD,2017-04-27,2017-00001333,Motor Vehicle Crash- W/Injuries,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2017-04-27,2017-00006469,Radar,Traffic
5300 BLOCK ROANOKE RD,2017-04-27,2017-00006485,Traffic Stop,Traffic
1200 BLOCK CRAIGS MOUNTAIN RD,2017-04-27,2017-00006491,Reckless Driving,Traffic
DOMINION DR  / PEPPERS FERRY RD,2017-04-27,2017-00009499,Traffic Stop,Traffic
PEPPERS FERRY RD  / DOMINION DR,2017-04-27,2017-00009502,Traffic Stop,Traffic
PRICE STATION RD  / MCCOY RD,2017-04-27,2017-00006497,Motor Vehicle Crash,Traffic
