Address,DateTime,Number,Type,Category
1400 BLOCK RADFORD RD,2017-03-22,2017-00006632,DUI,Traffic
4900 BLOCK PRICES FORK RD,2017-03-22,2017-00004359,Traffic Stop,Traffic
PRICES FORK RD  / BRUNSWICK DR,2017-03-22,2017-00004360,Traffic Stop,Traffic
3400 BLOCK PEPPERS FERRY RD,2017-03-23,2017-00004367,Traffic Stop,Traffic
PEPPERS FERRY RD  / ARSENAL CIR,2017-03-23,2017-00004385,Traffic Stop,Traffic
DOUBLETREE LN  / PRICES FORK RD,2017-03-23,2017-00004386,Traffic Hazard,Traffic
2700 BLOCK RADFORD RD,2017-03-23,2017-00004387,Motor Vehicle Crash- W/Injuries,Traffic
2700 BLOCK RADFORD RD,2017-03-23,2017-00000217,Motor Vehicle Crash- W/Injuries,Traffic
2700 BLOCK RADFORD RD,2017-03-23,2017-00000970,Motor Vehicle Crash- W/Injuries,Traffic
BLUE SPRINGS RD / GRAYSONTOWN RD,2017-03-23,2017-00004392,Motor Vehicle Crash,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-03-23,2017-00004398,Motor Vehicle Crash- W/Injuries,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-03-23,2017-00000002,Motor Vehicle Crash- W/Injuries,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-03-23,2017-00000218,Motor Vehicle Crash- W/Injuries,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-03-23,2017-00000973,Motor Vehicle Crash- W/Injuries,Traffic
MERRIMAC RD  / ADAMS MARKE DR,2017-03-23,2017-00006691,Traffic Stop,Traffic
RINER RD  / RIVER RIDGE LN,2017-03-23,2017-00004401,Motor Vehicle Crash,Traffic
DOMINION DR  / PEPPERS FERRY RD,2017-03-23,2017-00006695,Traffic Stop,Traffic
1800 BLOCK MOUNT TABOR RD,2017-03-23,2017-00004407,Motor Vehicle Crash,Traffic
MCCORMICK RD  / PEPPERS FERRY RD,2017-03-23,2017-00004414,Motor Vehicle Crash,Traffic
REMINGTON RD  / MERRIMAC RD,2017-03-23,2017-00004415,Reckless Driving,Traffic
2900 BLOCK RADFORD RD,2017-03-23,2017-00004418,Traffic Stop,Traffic
4000 BLOCK OLDTOWN RD,2017-03-23,2017-00004419,Reckless Driving,Traffic
600 BLOCK COAL BANK HOLLOW RD,2017-03-23,2017-00004424,Motor Vehicle Crash,Traffic
LAUREL RIDGE MILL RD  / RINER RD,2017-03-24,2017-00004465,Traffic Hazard,Traffic
3900 BLOCK SOUTH MAIN ST,2017-03-24,2017-00004466,Traffic Stop,Traffic
,2017-03-24,2017-00000045,Motor Vehicle Crash- W/Injuries,Traffic
,2017-03-24,2017-00000185,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD  / DARK RUN RD,2017-03-24,2017-00004469,Motor Vehicle Crash,Traffic
RINER RD  / AUBURN SCHOOL DR,2017-03-24,2017-00004470,Traffic Stop,Traffic
4000 BLOCK OLDTOWN RD,2017-03-24,2017-00004480,Reckless Driving,Traffic
ROANOKE RD  / WAYSIDE DR,2017-03-24,2017-00004481,Traffic Stop,Traffic
5100 BLOCK NORTH FORK RD,2017-03-24,2017-00004489,Traffic Stop,Traffic
000 BLOCK FORK RD INTERSTATE 81 N RAMP,2017-03-24,2017-00004491,Traffic Stop,Traffic
SPAULDING RD  / SWITCHBACK RD,2017-03-24,2017-00004494,Traffic Stop,Traffic
CHILDRESS RD  / MEADOW CREEK RD,2017-03-25,2017-00004497,Motor Vehicle Crash,Traffic
4300 BLOCK PRICES FORK RD,2017-03-25,2017-00004499,Traffic Stop,Traffic
3400 BLOCK PEPPERS FERRY RD,2017-03-25,2017-00004502,Traffic Stop,Traffic
4300 BLOCK NORTH FORK RD,2017-03-25,2017-00004503,Traffic Stop,Traffic
,2017-03-25,2017-00006850,Traffic Stop,Traffic
NORTH FORK RD  / MINTER RD,2017-03-25,2017-00004504,Traffic Stop,Traffic
ROANOKE RD  / DOOSING LN,2017-03-25,2017-00004507,Traffic Stop,Traffic
DOMINION DR  / PEPPERS FERRY RD,2017-03-25,2017-00006875,Traffic Stop,Traffic
1800 BLOCK MOUNT TABOR RD,2017-03-25,2017-00004521,Reckless Driving,Traffic
RINER RD  / RUSTIC RIDGE RD,2017-03-25,2017-00004525,Motor Vehicle Crash- W/Injuries,Traffic
RINER RD  / RUSTIC RIDGE RD,2017-03-25,2017-00000038,Motor Vehicle Crash- W/Injuries,Traffic
RINER RD  / RUSTIC RIDGE RD,2017-03-25,2017-00000131,Motor Vehicle Crash- W/Injuries,Traffic
,2017-03-25,2017-00004535,Traffic Stop,Traffic
MUD PIKE  / GATE RD,2017-03-25,2017-00004538,Traffic Stop,Traffic
100 BLOCK JENNELLE RD,2017-03-25,2017-00006930,Traffic Stop,Traffic
ROANOKE RD  / WAYSIDE DR,2017-03-26,2017-00004544,Traffic Stop,Traffic
3900 BLOCK SOUTH MAIN ST,2017-03-26,2017-00006940,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-03-26,2017-00004548,Traffic Stop,Traffic
7100 BLOCK ROANOKE RD,2017-03-26,2017-00004550,Traffic Stop,Traffic
ROANOKE RD  / STONES KEEP LN,2017-03-26,2017-00004551,Traffic Stop,Traffic
,2017-03-26,2017-00000225,Motor Vehicle Crash- W/Injuries,Traffic
,2017-03-26,2017-00001009,Motor Vehicle Crash- W/Injuries,Traffic
3400 BLOCK PEPPERS FERRY RD,2017-03-26,2017-00004573,Reckless Driving,Traffic
200 BLOCK ALLEGHANY SPRING RD,2017-03-26,2017-00004575,Traffic Stop,Traffic
6000 BLOCK NORTH FORK RD,2017-03-26,2017-00004576,Traffic Stop,Traffic
CINNABAR RD  / JENNELLE RD,2017-03-26,2017-00004577,Traffic Hazard,Traffic
MEADOW CREEK RD  / COUNTRY MEADOW DR,2017-03-26,2017-00004578,Traffic Stop,Traffic
600 BLOCK ALLEGHANY SPRING RD,2017-03-26,2017-00004587,Traffic Stop,Traffic
4700 BLOCK NORTH FORK RD,2017-03-27,2017-00004588,Traffic Stop,Traffic
4700 BLOCK NORTH FORK RD,2017-03-27,2017-00004589,Traffic Stop,Traffic
ROANOKE RD  / LAFAYETTE RD,2017-03-27,2017-00004591,Traffic Stop,Traffic
ROANOKE RD  / STONES KEEP LN,2017-03-27,2017-00004592,Traffic Stop,Traffic
2900 BLOCK LAMB CIR,2017-03-27,2017-00004593,Traffic Stop,Traffic
4100 BLOCK PANDAPAS POND RD,2017-03-27,2017-00004598,Traffic Stop,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-03-27,2017-00004600,Motor Vehicle Crash,Traffic
5000 BLOCK ROANOKE RD,2017-03-27,2017-00004603,Motor Vehicle Crash,Traffic
000 BLOCK 81 S RAMP TYLER RD,2017-03-27,2017-00004606,Motor Vehicle Crash,Traffic
300 BLOCK MERRIMAC RD,2017-03-27,2017-00007021,Traffic Stop,Traffic
100 BLOCK MADDY DR,2017-03-27,2017-00004619,Reckless Driving,Traffic
100 BLOCK MADDY DR,2017-03-27,2017-00004620,Reckless Driving,Traffic
900 BLOCK SMITH CREEK RD,2017-03-27,2017-00004624,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2017-03-27,2017-00004627,Reckless Driving,Traffic
300 BLOCK MERRIMAC RD,2017-03-27,2017-00007042,Traffic Stop,Traffic
1600 BLOCK NORTH FORK RD,2017-03-27,2017-00004642,Traffic Stop,Traffic
PEPPERS FERRY RD  / COAL HOLLOW RD,2017-03-27,2017-00004644,Traffic Stop,Traffic
3100 BLOCK NORTH FORK RD,2017-03-27,2017-00004645,Traffic Stop,Traffic
2700 BLOCK PEPPERS FERRY RD,2017-03-27,2017-00004649,Reckless Driving,Traffic
7000 BLOCK ROANOKE RD,2017-03-27,2017-00004650,Traffic Stop,Traffic
ROANOKE RD  / RIFFE ST,2017-03-28,2017-00004657,Traffic Stop,Traffic
,2017-03-28,2017-00004662,DUI,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2017-03-28,2017-00004667,Radar,Traffic
PRICES FORK RD  / MERRIMAC RD,2017-03-28,2017-00004672,Traffic Stop,Traffic
NORTH FORK RD  / DEN HILL RD,2017-03-28,2017-00004681,Reckless Driving,Traffic
MERRIMAC RD  / HIGHTOP RD,2017-03-28,2017-00004685,Traffic Stop,Traffic
6100 BLOCK NORTH FORK RD,2017-03-28,2017-00004686,Hit and Run,Traffic
RIFFE ST  / ROANOKE RD,2017-03-28,2017-00004698,Traffic Stop,Traffic
RINER RD  / VALLEY VIEW CHURCH RD,2017-03-28,2017-00004702,Traffic Hazard,Traffic
MEADOW CREEK RD  / TYLER RD,2017-03-28,2017-00004706,Reckless Driving,Traffic
1500 BLOCK UNION VALLEY RD,2017-03-28,2017-00004715,Traffic Stop,Traffic
3900 BLOCK MCCOY RD,2017-03-28,2017-00004719,Traffic Hazard,Traffic
ROANOKE RD  / BARNETT RD,2017-03-29,2017-00004726,Motor Vehicle Crash,Traffic
WOODROW RD  / RIDGEWAY DR,2017-03-29,2017-00004727,Traffic Hazard,Traffic
3700 BLOCK PRICES FORK RD,2017-03-29,2017-00004471,Traffic Stop,Traffic
1500 BLOCK HORNSBY DR,2017-03-29,2017-00004738,Reckless Driving,Traffic
DOMINION DR  / PEPPERS FERRY RD,2017-03-29,2017-00007231,Traffic Stop,Traffic
5300 BLOCK NORTH FORK RD,2017-03-29,2017-00004752,Motor Vehicle Crash,Traffic
RADFORD RD  / PLUM CREEK RD,2017-03-29,2017-00004753,Traffic Hazard,Traffic
200 BLOCK WALTON RD,2017-03-29,2017-00004754,Hit and Run,Traffic
3500 BLOCK RINER RD,2017-03-29,2017-00004759,Traffic Hazard,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-03-29,2017-00004764,Reckless Driving,Traffic
3000 BLOCK RINER RD,2017-03-29,2017-00004765,Reckless Driving,Traffic
1800 BLOCK ELLETT RD,2017-03-29,2017-00004766,Motor Vehicle Crash- W/Injuries,Traffic
1800 BLOCK ELLETT RD,2017-03-29,2017-00000231,Motor Vehicle Crash- W/Injuries,Traffic
1800 BLOCK ELLETT RD,2017-03-29,2017-00001043,Motor Vehicle Crash- W/Injuries,Traffic
PILOT RD  / CRAIGS MOUNTAIN RD,2017-03-29,2017-00004768,Traffic Hazard,Traffic
100 BLOCK JENNELLE RD,2017-03-29,2017-00004770,Traffic Stop,Traffic
1600 BLOCK TESTERMAN DR,2017-03-29,2017-00004775,Reckless Driving,Traffic
3400 BLOCK SENECA HOLLOW RD,2017-03-29,2017-00004781,Traffic Stop,Traffic
,2017-03-29,2017-00004782,Traffic Stop,Traffic
,2017-03-29,2017-00004785,Traffic Stop,Traffic
4000 BLOCK RINER RD,2017-03-29,2017-00004787,Traffic Stop,Traffic
NORTH FORK RD  / ENTERPRISE DR,2017-03-30,2017-00004788,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-03-30,2017-00004792,Traffic Stop,Traffic
MCCOY RD  / WAKE FOREST RD,2017-03-30,2017-00004793,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2017-03-30,2017-00007276,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-03-30,2017-00004800,Radar,Traffic
WOODROW RD  / ELLETT RD,2017-03-30,2017-00007285,Traffic Stop,Traffic
4600 BLOCK PRICES FORK RD,2017-03-30,2017-00004821,Motor Vehicle Crash- W/Injuries,Traffic
4600 BLOCK PRICES FORK RD,2017-03-30,2017-00000238,Motor Vehicle Crash- W/Injuries,Traffic
4600 BLOCK PRICES FORK RD,2017-03-30,2017-00000770,Motor Vehicle Crash- W/Injuries,Traffic
1600 BLOCK AUBURN SCHOOL DR,2017-03-30,2017-00004823,DUI,Traffic
1600 BLOCK AUBURN SCHOOL DR,2017-03-30,2017-00004824,Traffic Stop,Traffic
3900 BLOCK SOUTH MAIN ST,2017-03-30,2017-00004826,Motor Vehicle Crash,Traffic
SCAGGS FORD RD  / CAMP CARYSBROOK RD,2017-03-30,2017-00004827,Motor Vehicle Crash- W/Injuries,Traffic
SCAGGS FORD RD  / CAMP CARYSBROOK RD,2017-03-30,2017-00000141,Motor Vehicle Crash- W/Injuries,Traffic
3900 BLOCK PILOT RD,2017-03-30,2017-00004831,Motor Vehicle Crash,Traffic
5100 BLOCK NORTH FORK RD,2017-03-30,2017-00004835,Traffic Stop,Traffic
NORTH FORK RD  / ENTERPRISE DR,2017-03-30,2017-00004836,Traffic Stop,Traffic
2800 BLOCK RINER RD,2017-03-30,2017-00004837,Traffic Stop,Traffic
7800 BLOCK ROANOKE RD,2017-03-30,2017-00004838,Traffic Stop,Traffic
1400 BLOCK RADFORD RD,2017-03-30,2017-00004840,Traffic Stop,Traffic
2100 BLOCK DEN HILL RD,2017-03-31,2017-00004845,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-03-31,2017-00004847,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-03-31,2017-00004848,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-03-31,2017-00004849,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-03-31,2017-00004851,Traffic Stop,Traffic
PANDAPAS POND RD  / CRAIG CREEK RD,2017-03-31,2017-00004861,Reckless Driving,Traffic
4000 BLOCK PRICES FORK RD,2017-03-31,2017-00004598,Radar,Traffic
4900 BLOCK ROANOKE RD,2017-03-31,2017-00004868,Motor Vehicle Crash,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-03-31,2017-00004878,Motor Vehicle Crash,Traffic
000 BLOCK RD INTERSTATE 81 N RAMP,2017-03-31,2017-00001056,Motor Vehicle Crash- W/Injuries,Traffic
3400 BLOCK PEPPERS FERRY RD,2017-03-31,2017-00004884,Traffic Stop,Traffic
1500 BLOCK PEPPERS FERRY RD,2017-03-31,2017-00004888,Reckless Driving,Traffic
3900 BLOCK SOUTH MAIN ST,2017-03-31,2017-00004897,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2017-03-31,2017-00004903,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-04-01,2017-00004911,Traffic Stop,Traffic
MEADOW CREEK RD  / BARN RD,2017-04-01,2017-00004913,Traffic Stop,Traffic
1900 BLOCK TYLER RD,2017-04-01,2017-00004914,Traffic Stop,Traffic
,2017-04-01,2017-00004915,Motor Vehicle Crash,Traffic
200 BLOCK ALLEGHANY SPRING RD,2017-04-01,2017-00004916,Traffic Stop,Traffic
1500 BLOCK RADFORD RD,2017-04-01,2017-00004918,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-04-01,2017-00004919,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2017-04-01,2017-00004922,Traffic Stop,Traffic
TYLER RD  / LAMB CIR,2017-04-01,2017-00004923,Traffic Stop,Traffic
PEPPERS FERRY RD  / NOLEN RD,2017-04-01,2017-00007438,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-04-01,2017-00004925,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-04-01,2017-00004927,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-04-01,2017-00004929,Traffic Stop,Traffic
,2017-04-01,2017-00007448,Traffic Stop,Traffic
TYLER RD  / MUD PIKE,2017-04-01,2017-00004931,Traffic Stop,Traffic
3800 BLOCK RINER RD,2017-04-01,2017-00004932,Traffic Stop,Traffic
PEPPERS FERRY RD  / CINNABAR RD,2017-04-01,2017-00007451,Motor Vehicle Crash,Traffic
10400 BLOCK ROANOKE RD,2017-04-01,2017-00004943,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-04-01,2017-00004946,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-04-01,2017-00004948,Traffic Stop,Traffic
2100 BLOCK GARDNER ST,2017-04-01,2017-00004949,Reckless Driving,Traffic
300 BLOCK MERRIMAC RD,2017-04-01,2017-00007471,Traffic Stop,Traffic
5100 BLOCK RINER RD,2017-04-01,2017-00004953,Motor Vehicle Crash,Traffic
900 BLOCK CATAWBA RD,2017-04-01,2017-00004963,Traffic Hazard,Traffic
GLADE RD  / BOBCAT LN,2017-04-01,2017-00004968,Traffic Stop,Traffic
4500 BLOCK PILOT RD,2017-04-01,2017-00004970,Traffic Stop,Traffic
,2017-04-01,2017-00007494,Traffic Stop,Traffic
000 BLOCK RD INTERSTATE 81 S RAMP,2017-04-01,2017-00004971,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-04-01,2017-00004972,Traffic Stop,Traffic
3300 BLOCK MCCOY RD,2017-04-01,2017-00004973,Traffic Stop,Traffic
2300 BLOCK TYLER RD,2017-04-01,2017-00004974,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-04-01,2017-00004976,Traffic Stop,Traffic
TYLER RD  / LOVELY MOUNT DR,2017-04-01,2017-00004977,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-04-01,2017-00004978,Traffic Stop,Traffic
TYLER RD  / MUD PIKE,2017-04-01,2017-00004980,Traffic Stop,Traffic
2300 BLOCK TYLER RD,2017-04-01,2017-00004981,Traffic Stop,Traffic
4200 BLOCK PRICES FORK RD,2017-04-01,2017-00004988,Traffic Stop,Traffic
TYLER RD  / LOVELY MOUNT DR,2017-04-01,2017-00004989,Traffic Stop,Traffic
PRICES FORK RD  / TUCKER RD,2017-04-01,2017-00004990,Traffic Stop,Traffic
TYLER RD  / MEADOW CREEK RD,2017-04-01,2017-00004991,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-04-01,2017-00004992,Traffic Stop,Traffic
1700 BLOCK TYLER RD,2017-04-01,2017-00004994,Traffic Stop,Traffic
3400 BLOCK PEPPERS FERRY RD,2017-04-01,2017-00004996,Traffic Stop,Traffic
3900 BLOCK PRICES FORK RD,2017-04-01,2017-00004998,Traffic Stop,Traffic
RYAN RD  / OLDTOWN RD,2017-04-02,2017-00005000,Traffic Stop,Traffic
MUD PIKE  / LAKE VISTA DR,2017-04-02,2017-00005001,Traffic Stop,Traffic
OLDTOWN RD  / RYAN RD,2017-04-02,2017-00005002,Traffic Stop,Traffic
PEPPERS FERRY RD  / ARSENAL CIR,2017-04-02,2017-00005005,Traffic Stop,Traffic
RINER RD  / SMITH CREEK RD,2017-04-02,2017-00007515,Traffic Stop,Traffic
RINER RD  / SMITH CREEK RD,2017-04-02,2017-00005008,Traffic Stop,Traffic
PRICES FORK RD  / TUCKER RD,2017-04-02,2017-00005009,Traffic Stop,Traffic
6600 BLOCK ROANOKE RD,2017-04-02,2017-00005016,Hit and Run,Traffic
4000 BLOCK PRICES FORK RD,2017-04-02,2017-00005023,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-04-02,2017-00005024,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-04-02,2017-00005025,Traffic Stop,Traffic
6000 BLOCK RINER RD,2017-04-02,2017-00005032,Motor Vehicle Crash- W/Injuries,Traffic
6000 BLOCK RINER RD,2017-04-02,2017-00000041,Motor Vehicle Crash- W/Injuries,Traffic
6000 BLOCK RINER RD,2017-04-02,2017-00000143,Motor Vehicle Crash- W/Injuries,Traffic
NORTH FORK RD  / IRONTO RD,2017-04-02,2017-00005033,Reckless Driving,Traffic
2100 BLOCK RADFORD RD,2017-04-02,2017-00005035,Traffic Hazard,Traffic
DOMINION DR  / CHRISMAN MILL RD,2017-04-02,2017-00005037,Motor Vehicle Crash,Traffic
3700 BLOCK SOUTH MAIN ST,2017-04-02,2017-00004763,Traffic Stop,Traffic
2300 BLOCK TYLER RD,2017-04-02,2017-00005054,DUI,Traffic
2300 BLOCK TYLER RD,2017-04-02,2017-00007548,DUI,Traffic
2000 BLOCK TYLER RD,2017-04-02,2017-00005057,Reckless Driving,Traffic
ROANOKE RD  / GINGERBREAD RD,2017-04-03,2017-00005071,Traffic Stop,Traffic
FRIENDSHIP RD  / ROANOKE RD,2017-04-03,2017-00005079,Traffic Stop,Traffic
SPRING HOUSE RD  / SWITCHBACK RD,2017-04-03,2017-00005083,Traffic Hazard,Traffic
ROANOKE RD  / STONES KEEP LN,2017-04-03,2017-00005084,Traffic Stop,Traffic
ROANOKE RD  / GARDNER ST,2017-04-03,2017-00005087,Traffic Stop,Traffic
ROANOKE RD  / GARDNER ST,2017-04-03,2017-00005088,Traffic Stop,Traffic
BLOUNT DR  / TRACKSIDE DR,2017-04-03,2017-00005090,Traffic Stop,Traffic
900 BLOCK UNION VALLEY RD,2017-04-03,2017-00005094,Traffic Hazard,Traffic
DAVIS ST  / SOUTH MAIN ST,2017-04-03,2017-00004817,Motor Vehicle Crash,Traffic
4100 BLOCK PANDAPAS POND RD,2017-04-03,2017-00005105,Reckless Driving,Traffic
5200 BLOCK PRICES FORK RD,2017-04-03,2017-00005111,Motor Vehicle Crash,Traffic
2900 BLOCK RADFORD RD,2017-04-03,2017-00005112,Reckless Driving,Traffic
HIGHTOP RD  / MADDY DR,2017-04-04,2017-00005120,Motor Vehicle Crash- W/Injuries,Traffic
HIGHTOP RD  / MADDY DR,2017-04-04,2017-00000251,Motor Vehicle Crash- W/Injuries,Traffic
HIGHTOP RD  / MADDY DR,2017-04-04,2017-00000817,Motor Vehicle Crash- W/Injuries,Traffic
5100 BLOCK RINER RD,2017-04-04,2017-00005122,Traffic Stop,Traffic
GARDNER ST  / ROANOKE RD,2017-04-04,2017-00005136,Traffic Stop,Traffic
GARDNER ST  / ROANOKE RD,2017-04-04,2017-00005137,Traffic Stop,Traffic
300 BLOCK BRAKE RD,2017-04-04,2017-00005140,Traffic Stop,Traffic
200 BLOCK ALLEGHANY SPRING RD,2017-04-04,2017-00005147,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD  / ALLEGHANY SPRING RD,2017-04-04,2017-00005148,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD  / ALLEGHANY SPRING RD,2017-04-04,2017-00000049,Motor Vehicle Crash- W/Injuries,Traffic
ROANOKE RD  / ALLEGHANY SPRING RD,2017-04-04,2017-00000205,Motor Vehicle Crash- W/Injuries,Traffic
RADFORD RD  / BARRINGER MOUNTAIN RD,2017-04-04,2017-00005151,Traffic Stop,Traffic
1500 BLOCK PEPPERS FERRY RD,2017-04-04,2017-00005160,Traffic Stop,Traffic
3500 BLOCK RINER RD,2017-04-05,2017-00005169,Traffic Stop,Traffic
MTN MISSION CHURCH RD  / PANDAPAS POND RD,2017-04-05,2017-00005173,Motor Vehicle Crash,Traffic
4500 BLOCK EASTERN MONTGOMERY LN,2017-04-05,2017-00005176,Radar,Traffic
GRAHAM ST  / ROANOKE RD,2017-04-05,2017-00005177,Traffic Stop,Traffic
,2017-04-05,2017-00005179,Reckless Driving,Traffic
RIFFE ST  / ROANOKE RD,2017-04-05,2017-00005178,Traffic Stop,Traffic
2700 BLOCK PEPPERS FERRY RD,2017-04-05,2017-00005180,Traffic Stop,Traffic
NOLEN RD  / PEPPERS FERRY RD,2017-04-05,2017-00007804,Traffic Stop,Traffic
700 BLOCK JENNELLE RD,2017-04-05,2017-00005205,Reckless Driving,Traffic
DRY VALLEY RD / CHILDRESS RD,2017-04-05,2017-00005207,Traffic Stop,Traffic
CHILDRESS RD / INDIAN VALLEY RD,2017-04-05,2017-00005209,Traffic Hazard,Traffic
4800 BLOCK SIDNEY CHURCH RD,2017-04-05,2017-00005212,Traffic Hazard,Traffic
PANDAPAS POND RD  / CRAIG CREEK RD,2017-04-05,2017-00005213,Motor Vehicle Crash,Traffic
4700 BLOCK CALLOWAY ST,2017-04-05,2017-00005214,Reckless Driving,Traffic
DEN HILL RD  / ROANOKE RD,2017-04-05,2017-00005218,Motor Vehicle Crash,Traffic
RADFORD RD  / WALTON RD,2017-04-05,2017-00005223,Traffic Stop,Traffic
PLUM CREEK RD  / RADFORD RD,2017-04-05,2017-00005226,Traffic Stop,Traffic
2400 BLOCK PEPPERS FERRY RD,2017-04-05,2017-00005230,Traffic Stop,Traffic
PEPPERS FERRY RD  / DOMINION DR,2017-04-05,2017-00005231,Traffic Stop,Traffic
4300 BLOCK PRICES FORK RD,2017-04-05,2017-00005240,Traffic Stop,Traffic
4000 BLOCK PRICES FORK RD,2017-04-06,2017-00005241,Traffic Stop,Traffic
3500 BLOCK PRICES FORK RD,2017-04-06,2017-00004996,Traffic Stop,Traffic
4200 BLOCK BAINS CHAPEL RD,2017-04-06,2017-00005253,Motor Vehicle Crash- W/Injuries,Traffic
4200 BLOCK BAINS CHAPEL RD,2017-04-06,2017-00000042,Motor Vehicle Crash- W/Injuries,Traffic
4200 BLOCK BAINS CHAPEL RD,2017-04-06,2017-00000147,Motor Vehicle Crash- W/Injuries,Traffic
1500 BLOCK MUD PIKE,2017-04-06,2017-00005256,Motor Vehicle Crash,Traffic
3200 BLOCK RINER RD,2017-04-06,2017-00007871,Reckless Driving,Traffic
2900 BLOCK LAMB CIR,2017-04-06,2017-00005279,Motor Vehicle Crash,Traffic
3000 BLOCK BRADSHAW RD,2017-04-06,2017-00005282,Motor Vehicle Crash,Traffic
3000 BLOCK PEPPERS FERRY RD,2017-04-06,2017-00005285,Motor Vehicle Crash- W/Injuries,Traffic
3000 BLOCK PEPPERS FERRY RD,2017-04-06,2017-00000242,Motor Vehicle Crash- W/Injuries,Traffic
3000 BLOCK PEPPERS FERRY RD,2017-04-06,2017-00001117,Motor Vehicle Crash- W/Injuries,Traffic
3000 BLOCK PEPPERS FERRY RD,2017-04-06,2017-00000023,Motor Vehicle Crash- W/Injuries,Traffic
MEADOW CREEK RD  / CHILDRESS RD,2017-04-06,2017-00005287,Motor Vehicle Crash- W/Injuries,Traffic
MEADOW CREEK RD  / CHILDRESS RD,2017-04-06,2017-00000148,Motor Vehicle Crash- W/Injuries,Traffic
MEADOW CREEK RD  / CHILDRESS RD,2017-04-06,2017-00000043,Motor Vehicle Crash- W/Injuries,Traffic
2700 BLOCK ELLETT RD,2017-04-06,2017-00005291,Traffic Stop,Traffic
PEPPERS FERRY RD / PRICES FORK RD,2017-04-06,2017-00005302,Reckless Driving,Traffic
,2017-04-06,2017-00005305,Motor Vehicle Crash,Traffic
ROANOKE RD  / MOOMAW CIR,2017-04-06,2017-00005309,Traffic Stop,Traffic
,2017-04-07,2017-00005315,Reckless Driving,Traffic
,2017-04-07,2017-00007910,Reckless Driving,Traffic
3100 BLOCK PEPPERS FERRY RD,2017-04-07,2017-00005327,Motor Vehicle Crash,Traffic
RINER RD  / SMITH CREEK RD,2017-04-07,2017-00005353,Traffic Hazard,Traffic
RINER RD  / UNION VALLEY RD,2017-04-07,2017-00007977,Reckless Driving,Traffic
RADFORD RD  / WALTON RD,2017-04-07,2017-00005355,Traffic Stop,Traffic
3900 BLOCK SOUTH MAIN ST,2017-04-07,2017-00005357,Traffic Stop,Traffic
3500 BLOCK PRICES FORK RD,2017-04-07,2017-00005360,Traffic Stop,Traffic
2900 BLOCK RADFORD RD,2017-04-07,2017-00005365,Traffic Stop,Traffic
RINER RD  / CAMP CARYSBROOK RD,2017-04-07,2017-00007125,Traffic Hazard,Traffic
RINER RD  / CAMP CARYSBROOK RD,2017-04-07,2017-00005370,Traffic Hazard,Traffic
WALTON RD  / SNAPDRAGON LN,2017-04-08,2017-00005377,Motor Vehicle Crash,Traffic
,2017-04-08,2017-00005381,Traffic Stop,Traffic
MOUNT TABOR RD  / DRY RUN RD,2017-04-08,2017-00005386,Traffic Hazard,Traffic
TYLER RD  / MUD PIKE,2017-04-08,2017-00005391,Traffic Stop,Traffic
4300 BLOCK RINER RD,2017-04-08,2017-00005396,DUI,Traffic
4300 BLOCK PRICES FORK RD,2017-04-08,2017-00005410,Traffic Stop,Traffic
WALTON RD  / RADFORD RD,2017-04-08,2017-00005413,Traffic Stop,Traffic
