Address,DateTime,Number,Type,Category
PEPPERS FERRY RD  / ROLLING HILLS DR,2018-06-15,2018-00011310,Traffic Stop,Traffic,-80.4604211483,37.1671252483
CRAIG CREEK RD / PANDAPAS POND RD,2018-06-16,2018-00011317,Traffic Stop,Traffic,-80.4614900105,37.285616274
4300 BLOCK PRICES FORK RD,2018-06-16,2018-00011323,Traffic Stop,Traffic,-80.4945195172,37.208176407
371589838041300 BLOCK 158983 80 41328,2018-06-16,2018-00013170,Traffic Stop,Traffic,-80.4132602712,37.1588992819
4300 BLOCK PRICES FORK RD,2018-06-16,2018-00011327,Traffic Stop,Traffic,-80.4945195172,37.208176407
,2018-06-16,2018-00013173,Traffic Stop,Traffic,-80.3931267449,37.1461842148
4300 BLOCK PRICES FORK RD,2018-06-16,2018-00011328,Traffic Stop,Traffic,-80.4945195172,37.208176407
,2018-06-16,2018-00013176,Traffic Stop,Traffic,-80.3931267449,37.1461842148
3900 BLOCK SOUTH MAIN ST,2018-06-16,2018-00011333,Traffic Stop,Traffic,-80.415310282,37.1781047425
,2018-06-16,2018-00000035,Motor Vehicle Crash- W/Injuries,Traffic,-80.5728577627,37.092712159
,2018-06-16,2018-00001989,Motor Vehicle Crash- W/Injuries,Traffic,-80.5728577627,37.092712159
,2018-06-16,2018-00000493,Motor Vehicle Crash- W/Injuries,Traffic,-80.5728577627,37.092712159
4000 BLOCK RINER RD,2018-06-16,2018-00011339,Traffic Stop,Traffic,-80.4411907586,37.0654038701
REESEDALE RD / PARIS MOUNTAIN RD,2018-06-16,2018-00011353,Motor Vehicle Crash,Traffic,-80.3000997522,37.2341685613
2600 BLOCK SUGAR GROVE RD,2018-06-16,2018-00011364,Reckless Driving,Traffic,-80.328897487,37.101964596
7600 BLOCK ROANOKE RD,2018-06-16,2018-00011372,Traffic Hazard,Traffic,-80.2407225142,37.1732090096
NORTH FORK RD  / SENECA HOLLOW RD,2018-06-16,2018-00011373,Motor Vehicle Crash- W/Injuries,Traffic,-80.3019592339,37.2033007951
NORTH FORK RD  / SENECA HOLLOW RD,2018-06-16,2018-00000349,Motor Vehicle Crash- W/Injuries,Traffic,-80.3019592339,37.2033007951
NORTH FORK RD  / SENECA HOLLOW RD,2018-06-16,2018-00000109,Motor Vehicle Crash- W/Injuries,Traffic,-80.3019592339,37.2033007951
,2018-06-16,2018-00013235,Traffic Stop,Traffic,-80.4148551659,37.1656829369
RADFORD RD / PLUM CREEK RD,2018-06-17,2018-00011377,Traffic Stop,Traffic,-80.4923784874,37.1300082792
PLUM CREEK RD  / GATE RD,2018-06-17,2018-00011380,Traffic Stop,Traffic,-80.4736681518,37.1255880383
3800 BLOCK RADFORD RD,2018-06-17,2018-00011382,Traffic Stop,Traffic,-80.5112802127,37.1306843903
,2018-06-17,2018-00013249,Traffic Stop,Traffic,-80.4148551659,37.1656829369
TYLER RD  / LOVELY MOUNT DR,2018-06-17,2018-00011386,Traffic Stop,Traffic,-80.5160658594,37.1013071653
,2018-06-17,2018-00013252,Traffic Stop,Traffic,-80.4148551659,37.1656829369
PEPPERS FERRY RD / DOMINION DR,2018-06-17,2018-00013253,Traffic Stop,Traffic,-80.4503652517,37.1636495368
,2018-06-17,2018-00013254,Traffic Stop,Traffic,-80.3931267449,37.1461842148
PEPPERS FERRY RD  / NOLEN RD,2018-06-17,2018-00013264,Traffic Stop,Traffic,-80.4552163054,37.1653099355
PEPPERS FERRY RD / DOMINION DR,2018-06-17,2018-00013267,Traffic Stop,Traffic,-80.4574755876,37.1660997215
,2018-06-17,2018-00011410,Traffic Stop,Traffic,-80.2609628479,37.2095935383
,2018-06-17,2018-00011417,Motor Vehicle Crash- W/Injuries,Traffic,-80.4050435708,37.1520147221
,2018-06-17,2018-00002011,Motor Vehicle Crash- W/Injuries,Traffic,-80.4050435708,37.1520147221
,2018-06-17,2018-00000497,Motor Vehicle Crash- W/Injuries,Traffic,-80.4050435708,37.1520147221
PANDAPAS POND RD / CRAIG CREEK RD,2018-06-17,2018-00011423,Reckless Driving,Traffic,-80.4614900105,37.285616274
2600 BLOCK SUGAR GROVE RD,2018-06-17,2018-00011425,Reckless Driving,Traffic,-80.328897487,37.101964596
4500 BLOCK EASTERN MONTGOMERY LN,2018-06-17,2018-00011428,Traffic Stop,Traffic,-80.2335001599,37.1984740076
,2018-06-17,2018-00009447,Traffic Stop,Traffic,-80.4159902198,37.1677621504
2100 BLOCK GARDNER ST,2018-06-17,2018-00011435,Traffic Stop,Traffic,-80.2061744628,37.2311020746
FIRE TOWER RD  / MUD PIKE,2018-06-18,2018-00011445,Motor Vehicle Crash,Traffic,-80.5035207833,37.0993679432
2100 BLOCK ELLETT RD,2018-06-18,2018-00011446,Traffic Hazard,Traffic,-80.3778801182,37.1718806398
NORTH FORK RD  / FLATWOODS RD,2018-06-18,2018-00011449,Motor Vehicle Crash,Traffic,-80.2684458344,37.2379583561
3300 BLOCK NORTH FORK RD,2018-06-18,2018-00011455,Motor Vehicle Crash,Traffic,-80.2868198655,37.2167865044
3400 BLOCK HALF ACRE OF ROCKS RD,2018-06-18,2018-00011459,Traffic Hazard,Traffic,-80.2879069391,37.2623068638
PILOT RD / DECLARATION LN,2018-06-18,2018-00011461,Traffic Hazard,Traffic,-80.3847672542,37.0963171229
PILOT RD  / UNION VALLEY RD,2018-06-18,2018-00011462,Traffic Hazard,Traffic,-80.3749352777,37.0651494315
PILOT RD  / CRAIGS MOUNTAIN RD,2018-06-18,2018-00011464,Traffic Stop,Traffic,-80.3783494167,37.1115554377
300 BLOCK MERRIMAC RD,2018-06-18,2018-00013332,Traffic Stop,Traffic,-80.4206478064,37.1801186982
3900 BLOCK SOUTH MAIN ST,2018-06-18,2018-00013334,Traffic Stop,Traffic,-80.415310282,37.1781047425
ROANOKE RD / RIFFE ST,2018-06-18,2018-00011475,Traffic Stop,Traffic,-80.2371065041,37.1790707598
3900 BLOCK SOUTH MAIN ST,2018-06-18,2018-00013353,Traffic Stop,Traffic,-80.4159811052,37.177890206
3800 BLOCK BRADSHAW RD,2018-06-18,2018-00011485,Reckless Driving,Traffic,-80.253107827,37.276418958
400 BLOCK BRANCH RD RT 460 BYPASS WBL,2018-06-18,2018-00011487,Motor Vehicle Crash,Traffic,-80.369820073,37.1262221161
HIGHTOP RD  / MARTIN DR,2018-06-18,2018-00009486,Traffic Stop,Traffic,-80.419568997,37.1894851316
,2018-06-18,2018-00009489,Traffic Stop,Traffic,-80.4159902198,37.1677621504
IRONTO RD / NORTH FORK RD,2018-06-18,2018-00011504,Traffic Stop,Traffic,-80.2831921892,37.219930329
NORTH FORK RD  / SENECA HOLLOW RD,2018-06-18,2018-00011506,Traffic Stop,Traffic,-80.3019592339,37.2033007951
4000 BLOCK RINER RD,2018-06-19,2018-00011515,Traffic Stop,Traffic,-80.4411907586,37.0654038701
PILOT RD  / UNION VALLEY RD,2018-06-19,2018-00011523,Traffic Hazard,Traffic,-80.3749352777,37.0651494315
900 BLOCK LUSTERS GATE RD,2018-06-19,2018-00000038,Motor Vehicle Crash- W/Injuries,Traffic,-80.3667517935,37.192952456
900 BLOCK LUSTERS GATE RD,2018-06-19,2018-00001462,Motor Vehicle Crash- W/Injuries,Traffic,-80.3667517935,37.192952456
900 BLOCK LUSTERS GATE RD,2018-06-19,2018-00000566,Motor Vehicle Crash- W/Injuries,Traffic,-80.3667517935,37.192952456
900 BLOCK LUSTERS GATE RD,2018-06-19,2018-00011533,Motor Vehicle Crash- W/Injuries,Traffic,-80.3667517935,37.192952456
,2018-06-19,2018-00011538,Motor Vehicle Crash,Traffic,-80.5302445298,37.098476443
400 BLOCK POPLAR HOLLOW RD,2018-06-19,2018-00011541,Traffic Hazard,Traffic,-80.296494413,37.1618116106
1200 BLOCK ROCK RD,2018-06-19,2018-00011542,Radar,Traffic,-80.5162780224,37.1252060292
000 BLOCK RD INTERSTATE 81 N RAMP,2018-06-19,2018-00011543,Traffic Hazard,Traffic,-80.5072942929,37.0949983582
FAIRVIEW CHURCH RD  / CHILDRESS RD,2018-06-19,2018-00011544,Motor Vehicle Crash,Traffic,-80.5179539338,37.0468335477
,2018-06-19,2018-00011555,Reckless Driving,Traffic,-80.5728331298,37.0921998567
,2018-06-19,2018-00013466,Reckless Driving,Traffic,-80.5728331298,37.0921998567
TYLER RD / MEADOW CREEK RD,2018-06-19,2018-00011558,Reckless Driving,Traffic,-80.5068377531,37.0935345527
4300 BLOCK PRICES FORK RD,2018-06-20,2018-00011571,Traffic Stop,Traffic,-80.4945195172,37.208176407
HIGH ROCK HILL RD  / SUNFLOWER RD,2018-06-20,2018-00011573,Traffic Stop,Traffic,-80.3476152224,37.05751358
2000 BLOCK DEN HILL RD,2018-06-20,2018-00011580,Reckless Driving,Traffic,-80.3380002946,37.1670955291
1700 BLOCK TYLER RD,2018-06-20,2018-00011583,Traffic Stop,Traffic,-80.523484602,37.11349904
BACCHUS LN / FLATWOODS RD,2018-06-20,2018-00011592,Motor Vehicle Crash- W/Injuries,Traffic,-80.2857629204,37.2491993376
BACCHUS LN / FLATWOODS RD,2018-06-20,2018-00000354,Motor Vehicle Crash- W/Injuries,Traffic,-80.2857629204,37.2491993376
BACCHUS LN / FLATWOODS RD,2018-06-20,2018-00000110,Motor Vehicle Crash- W/Injuries,Traffic,-80.2857629204,37.2491993376
RINER RD  / RUSTIC RIDGE RD,2018-06-20,2018-00011596,Reckless Driving,Traffic,-80.4400731691,37.0545118253
5100 BLOCK NORTH FORK RD,2018-06-20,2018-00011597,Motor Vehicle Crash,Traffic,-80.2405724514,37.2341048633
3900 BLOCK SOUTH MAIN ST,2018-06-20,2018-00011611,Traffic Stop,Traffic,-80.4159811052,37.177890206
,2018-06-20,2018-00000039,Motor Vehicle Crash- W/Injuries,Traffic,-80.5302445298,37.098476443
,2018-06-20,2018-00002046,Motor Vehicle Crash- W/Injuries,Traffic,-80.5302445298,37.098476443
,2018-06-20,2018-00000513,Motor Vehicle Crash- W/Injuries,Traffic,-80.5302445298,37.098476443
,2018-06-20,2018-00009587,Traffic Stop,Traffic,-80.4159902198,37.1677621504
4300 BLOCK RINER RD,2018-06-21,2018-00011636,Traffic Stop,Traffic,-80.4408532345,37.0579279636
PEPPERS FERRY RD  / ARSENAL CIR,2018-06-21,2018-00011637,Traffic Stop,Traffic,-80.5401476694,37.1675645362
8600 BLOCK ROANOKE RD,2018-06-21,2018-00011640,Motor Vehicle Crash,Traffic,-80.2360903128,37.2010070915
RINER RD  / CHILDRESS RD,2018-06-21,2018-00011643,Reckless Driving,Traffic,-80.4511227714,37.0886274889
2500 BLOCK ELLETT RD,2018-06-21,2018-00011652,Reckless Driving,Traffic,-80.3707508932,37.1842627678
PEPPERS FERRY RD  / NOLEN RD,2018-06-21,2018-00013577,Traffic Stop,Traffic,-80.4552163054,37.1653099355
DOMINION DR / PEPPERS FERRY RD,2018-06-21,2018-00011659,Traffic Stop,Traffic,-80.4574755876,37.1660997215
2600 BLOCK RADFORD RD,2018-06-21,2018-00011660,Traffic Stop,Traffic,-80.4870065235,37.1307052854
4300 BLOCK PRICES FORK RD,2018-06-21,2018-00011664,Traffic Stop,Traffic,-80.4945195172,37.208176407
RADFORD RD / LYNNWOOD LN,2018-06-21,2018-00011667,Motor Vehicle Crash,Traffic,-80.4551176718,37.1314906555
4200 BLOCK PRICES FORK RD,2018-06-21,2018-00011679,Reckless Driving,Traffic,-80.4911099786,37.2088341367
4500 BLOCK PILOT RD,2018-06-21,2018-00011683,Motor Vehicle Crash,Traffic,-80.374024924,37.05917606
6600 BLOCK ROANOKE RD,2018-06-21,2018-00011684,Traffic Stop,Traffic,-80.2629959995,37.1699748683
,2018-06-21,2018-00011694,Traffic Stop,Traffic,-80.4019720231,37.186549972
,2018-06-21,2018-00011686,Traffic Stop,Traffic,-80.4019720231,37.186549972
,2018-06-21,2018-00013623,Traffic Stop,Traffic,-80.4019720231,37.186549972
,2018-06-21,2018-00009634,Traffic Stop,Traffic,-80.4019720231,37.186549972
PANDAPAS POND RD / CRAIG CREEK RD,2018-06-22,2018-00009636,Reckless Driving,Traffic,-80.4614900105,37.285616274
2200 BLOCK GREEN HILL LN,2018-06-22,2018-00011690,Traffic Stop,Traffic,-80.2015841837,37.2313372075
4300 BLOCK PRICES FORK RD,2018-06-22,2018-00011691,Traffic Stop,Traffic,-80.4945195172,37.208176407
3200 BLOCK BRADSHAW RD,2018-06-22,2018-00000357,Motor Vehicle Crash- W/Injuries,Traffic,-80.2585857363,37.2577450761
3200 BLOCK BRADSHAW RD,2018-06-22,2018-00000111,Motor Vehicle Crash- W/Injuries,Traffic,-80.2585857363,37.2577450761
3200 BLOCK BRADSHAW RD,2018-06-22,2018-00011692,Motor Vehicle Crash- W/Injuries,Traffic,-80.2585857363,37.2577450761
PRICES FORK RD  / THOMAS LN,2018-06-22,2018-00011693,Traffic Stop,Traffic,-80.4930452454,37.2085340524
4300 BLOCK PRICES FORK RD,2018-06-22,2018-00011695,Traffic Stop,Traffic,-80.4945195172,37.208176407
3800 BLOCK SOUTH MAIN ST,2018-06-22,2018-00011699,Motor Vehicle Crash,Traffic,-80.4099083673,37.1832345556
PEPPERS FERRY RD / VICKER SWITCH RD,2018-06-22,2018-00013631,Reckless Driving,Traffic,-80.4964428001,37.1710037319
PEPPERS FERRY RD / VICKER SWITCH RD,2018-06-22,2018-00011702,Reckless Driving,Traffic,-80.4964428001,37.1710037319
200 BLOCK TUNNEL CIR,2018-06-22,2018-00011715,Hit and Run,Traffic,-80.4994585268,37.1718677783
3900 BLOCK SOUTH MAIN ST,2018-06-22,2018-00011728,Traffic Hazard,Traffic,-80.4159811052,37.177890206
100 BLOCK JENNELLE RD,2018-06-22,2018-00011730,Traffic Stop,Traffic,-80.4124915888,37.1800758168
,2018-06-22,2018-00013690,Traffic Stop,Traffic,-80.4170235049,37.1715790564
2900 BLOCK LITTLE RIVER RD,2018-06-22,2018-00011735,Motor Vehicle Crash,Traffic,-80.5782259567,37.0884861672
DEN HILL RD  / ROANOKE RD,2018-06-22,2018-00011743,Traffic Stop,Traffic,-80.307644743,37.1547090417
,2018-06-22,2018-00000360,Motor Vehicle Crash- W/Injuries,Traffic,-80.259007561,37.2163880663
,2018-06-22,2018-00000112,Motor Vehicle Crash- W/Injuries,Traffic,-80.259007561,37.2163880663
37234538802100 BLOCK 234538 80 2119,2018-06-23,2018-00011772,Reckless Driving,Traffic,-80.2119628256,37.2345010881
CATAWBA RD  / FAULKNER RD,2018-06-23,2018-00011773,Motor Vehicle Crash,Traffic,-80.3616732044,37.2444274015
2700 BLOCK PILOT RD,2018-06-23,2018-00011784,Traffic Hazard,Traffic,-80.381956419,37.1046594726
2100 BLOCK HARDING RD,2018-06-23,2018-00011786,DUI,Traffic,-80.3671598058,37.2434343133
,2018-06-23,2018-00011790,Motor Vehicle Crash- W/Injuries,Traffic,-80.4768258515,37.0956358932
,2018-06-23,2018-00002078,Motor Vehicle Crash- W/Injuries,Traffic,-80.4768258515,37.0956358932
,2018-06-23,2018-00000519,Motor Vehicle Crash- W/Injuries,Traffic,-80.4768258515,37.0956358932
PEPPERS FERRY RD  / NOLEN RD,2018-06-23,2018-00013768,Traffic Stop,Traffic,-80.4552163054,37.1653099355
ROANOKE RD  / CHRISTIE LN NE,2018-06-23,2018-00011791,Traffic Stop,Traffic,-80.3182742331,37.1441090369
ROANOKE RD  / CHRISTIE LN NE,2018-06-23,2018-00013770,Traffic Stop,Traffic,-80.3182742331,37.1441090369
ROANOKE RD  / DEN HILL RD,2018-06-23,2018-00011801,Reckless Driving,Traffic,-80.307644743,37.1547090417
PEPPERS FERRY RD  / MASS CIR,2018-06-23,2018-00011807,Traffic Stop,Traffic,-80.4944973953,37.1714520143
4300 BLOCK PRICES FORK RD,2018-06-23,2018-00011810,Traffic Stop,Traffic,-80.4945195172,37.208176407
,2018-06-23,2018-00013788,Traffic Stop,Traffic,-80.4050387939,37.1522071283
2000 BLOCK TYLER RD,2018-06-23,2018-00011813,Reckless Driving,Traffic,-80.5186358351,37.1042749925
RINER RD  / SMITH CREEK RD,2018-06-23,2018-00013793,Traffic Stop,Traffic,-80.431183708,37.1041589427
371589838041300 BLOCK 158983 80 41328,2018-06-24,2018-00013795,Traffic Stop,Traffic,-80.4132602712,37.1588992819
,2018-06-24,2018-00013799,Traffic Stop,Traffic,-80.4148551659,37.1656829369
,2018-06-24,2018-00002080,Motor Vehicle Crash- W/Injuries,Traffic,-80.51239197,37.0976267648
,2018-06-24,2018-00000521,Motor Vehicle Crash- W/Injuries,Traffic,-80.51239197,37.0976267648
,2018-06-24,2018-00011827,Motor Vehicle Crash- W/Injuries,Traffic,-80.2184965057,37.2411202521
,2018-06-24,2018-00013811,Motor Vehicle Crash- W/Injuries,Traffic,-80.4456800268,37.1109886107
,2018-06-24,2018-00001506,Motor Vehicle Crash- W/Injuries,Traffic,-80.4456800268,37.1109886107
,2018-06-24,2018-00002081,Motor Vehicle Crash- W/Injuries,Traffic,-80.4456800268,37.1109886107
,2018-06-24,2018-00000522,Motor Vehicle Crash- W/Injuries,Traffic,-80.4456800268,37.1109886107
,2018-06-24,2018-00011826,Motor Vehicle Crash- W/Injuries,Traffic,-80.4456800268,37.1109886107
,2018-06-24,2018-00013812,Traffic Stop,Traffic,-80.429182148,37.1153913084
2200 BLOCK ELLETT RD,2018-06-24,2018-00011829,Traffic Hazard,Traffic,-80.3766286038,37.1729551519
DEN HILL RD  / NORTH FORK RD,2018-06-24,2018-00011834,Traffic Hazard,Traffic,-80.3528436303,37.1866571223
900 BLOCK MTN MISSION CHURCH RD,2018-06-24,2018-00011836,Motor Vehicle Crash,Traffic,-80.4414556472,37.2820732275
5400 BLOCK LAFAYETTE RD,2018-06-24,2018-00011843,Traffic Hazard,Traffic,-80.2068526858,37.236142927
RINER RD  / LIFE DR,2018-06-24,2018-00013839,Traffic Stop,Traffic,-80.4238510791,37.1118741307
FORTRESS DR  / PANDAPAS POND RD,2018-06-24,2018-00011847,Traffic Stop,Traffic,-80.4230403472,37.2777651714
800 BLOCK SWITCHBACK RD,2018-06-24,2018-00011853,Traffic Stop,Traffic,-80.4783812727,37.1517337028
RADFORD RD / ROCK RD,2018-06-24,2018-00011856,Reckless Driving,Traffic,-80.5093249467,37.1287589402
600 BLOCK SMITH CREEK RD,2018-06-25,2018-00011885,Motor Vehicle Crash,Traffic,-80.40213765,37.090776968
,2018-06-25,2018-00011892,Reckless Driving,Traffic,-80.4148551659,37.1656829369
6600 BLOCK ROANOKE RD,2018-06-25,2018-00011896,Motor Vehicle Crash,Traffic,-80.2616452855,37.170838993
,2018-06-25,2018-00011899,Traffic Stop,Traffic,-80.3931267449,37.1461842148
4300 BLOCK PRICES FORK RD,2018-06-25,2018-00011903,Reckless Driving,Traffic,-80.4945195172,37.208176407
HIGH ROCK HILL RD  / SUNFLOWER RD,2018-06-25,2018-00011907,Reckless Driving,Traffic,-80.3476152224,37.05751358
JENNELLE RD  / CEDAR RUN RD,2018-06-25,2018-00011909,Traffic Hazard,Traffic,-80.3736004256,37.1908377289
2000 BLOCK PEPPERS FERRY RD,2018-06-25,2018-00011910,Reckless Driving,Traffic,-80.4651674295,37.1687739803
3200 BLOCK ALLEGHANY SPRING RD,2018-06-25,2018-00002098,Motor Vehicle Crash- W/Injuries,Traffic,-80.2412475309,37.0983284558
3200 BLOCK ALLEGHANY SPRING RD,2018-06-25,2018-00000367,Motor Vehicle Crash- W/Injuries,Traffic,-80.2412475309,37.0983284558
3200 BLOCK ALLEGHANY SPRING RD,2018-06-25,2018-00000115,Motor Vehicle Crash- W/Injuries,Traffic,-80.2412475309,37.0983284558
1700 BLOCK TYLER RD,2018-06-25,2018-00011915,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-06-25,2018-00011918,Traffic Stop,Traffic,-80.523484602,37.11349904
4300 BLOCK RIFFE ST,2018-06-25,2018-00011919,Reckless Driving,Traffic,-80.2419438105,37.1794863857
1700 BLOCK TYLER RD,2018-06-25,2018-00011921,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-06-25,2018-00011922,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-06-25,2018-00011923,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-06-25,2018-00011924,Traffic Stop,Traffic,-80.523484602,37.11349904
1700 BLOCK TYLER RD,2018-06-25,2018-00011925,Traffic Stop,Traffic,-80.523484602,37.11349904
RINER RD  / OLD ROUGH RD,2018-06-25,2018-00011929,Traffic Stop,Traffic,-80.4400731691,37.0545118253
3200 BLOCK FAIRVIEW CHURCH RD,2018-06-25,2018-00011931,Traffic Stop,Traffic,-80.4894081501,37.0520845182
3700 BLOCK MUD PIKE,2018-06-25,2018-00011932,Traffic Stop,Traffic,-80.5019316102,37.0980828781
RADFORD RD / ROCK RD,2018-06-25,2018-00011934,Traffic Stop,Traffic,-80.5093249467,37.1287589402
RADFORD RD  / WALTON RD,2018-06-25,2018-00011935,Traffic Stop,Traffic,-80.4898004685,37.1304146464
PANDAPAS POND RD / BRUSH MTN RD,2018-06-25,2018-00011938,Motor Vehicle Crash,Traffic,-80.4417272041,37.2803189236
1700 BLOCK TYLER RD,2018-06-25,2018-00011941,Traffic Stop,Traffic,-80.523484602,37.11349904
RADFORD RD  / TRUMAN AVE,2018-06-25,2018-00011942,Traffic Stop,Traffic,-80.5116259974,37.1309451651
RADFORD RD  / GUNSTON RD,2018-06-25,2018-00013917,Traffic Stop,Traffic,-80.4765995828,37.1310003717
RADFORD RD  / GUNSTON RD,2018-06-25,2018-00011943,Traffic Stop,Traffic,-80.4765995828,37.1310003717
GUNSTON RD  / RADFORD RD,2018-06-26,2018-00011947,Traffic Stop,Traffic,-80.4765995828,37.1310003717
9400 BLOCK ROANOKE RD,2018-06-26,2018-00011953,Traffic Stop,Traffic,-80.2285369732,37.2209418855
5100 BLOCK NORTH FORK RD,2018-06-26,2018-00011954,Motor Vehicle Crash,Traffic,-80.2405724514,37.2341048633
1800 BLOCK DRY RUN RD,2018-06-26,2018-00011968,Motor Vehicle Crash,Traffic,-80.3343423851,37.2910643774
2600 BLOCK RADFORD RD,2018-06-26,2018-00011978,Traffic Stop,Traffic,-80.4860450595,37.1310114167
3900 BLOCK SOUTH MAIN ST,2018-06-26,2018-00011983,Reckless Driving,Traffic,-80.4159811052,37.177890206
3900 BLOCK SOUTH MAIN ST,2018-06-26,2018-00009843,Reckless Driving,Traffic,-80.4159811052,37.177890206
PEPPERS FERRY RD / VICKER SWITCH RD,2018-06-26,2018-00011988,Reckless Driving,Traffic,-80.4964428001,37.1710037319
HIGH ROCK HILL RD  / TANBARK RD,2018-06-26,2018-00012006,Reckless Driving,Traffic,-80.3211650901,37.0527524389
1200 BLOCK GIMMEL CIR,2018-06-26,2018-00012016,Traffic Stop,Traffic,-80.4249349896,37.1856099036
MERRIMAC RD  / REMINGTON RD,2018-06-26,2018-00012017,Traffic Stop,Traffic,-80.4404050829,37.1974129746
PRICES FORK RD  / MERRIMAC RD,2018-06-26,2018-00012021,Traffic Stop,Traffic,-80.4690459318,37.2153164205
PRICES FORK RD  / COAL HOLLOW RD,2018-06-27,2018-00012025,Traffic Stop,Traffic,-80.5010923336,37.1911351451
PEPPERS FERRY RD  / ROLLING HILLS DR,2018-06-27,2018-00012027,Traffic Stop,Traffic,-80.4604211483,37.1671252483
2500 BLOCK TYLER RD,2018-06-27,2018-00012029,Motor Vehicle Crash,Traffic,-80.5110255274,37.1004493724
4600 BLOCK PRICES FORK RD,2018-06-27,2018-00012031,Motor Vehicle Crash,Traffic,-80.5010909015,37.1979657099
400 BLOCK WALTON RD,2018-06-27,2018-00012036,Motor Vehicle Crash- W/Injuries,Traffic,-80.5144380449,37.158916714
400 BLOCK WALTON RD,2018-06-27,2018-00002122,Motor Vehicle Crash- W/Injuries,Traffic,-80.5144380449,37.158916714
400 BLOCK WALTON RD,2018-06-27,2018-00000527,Motor Vehicle Crash- W/Injuries,Traffic,-80.5144380449,37.158916714
3100 BLOCK RINER RD,2018-06-27,2018-00000040,Motor Vehicle Crash- W/Injuries,Traffic,-80.4510370836,37.089093748
3100 BLOCK RINER RD,2018-06-27,2018-00012054,Motor Vehicle Crash- W/Injuries,Traffic,-80.4510370836,37.089093748
3100 BLOCK RINER RD,2018-06-27,2018-00000278,Motor Vehicle Crash- W/Injuries,Traffic,-80.4510370836,37.089093748
3100 BLOCK RINER RD,2018-06-27,2018-00000086,Motor Vehicle Crash- W/Injuries,Traffic,-80.4510370836,37.089093748
YELLOW SULPHUR RD / JENNELLE RD,2018-06-27,2018-00012066,Motor Vehicle Crash,Traffic,-80.3973914931,37.1839922745
2300 BLOCK TYLER RD,2018-06-27,2018-00012067,Reckless Driving,Traffic,-80.5121816172,37.1000743555
5200 BLOCK PRICES FORK RD,2018-06-27,2018-00012068,Traffic Hazard,Traffic,-80.5149834,37.184014685
PRICES FORK RD  / MCCOY RD,2018-06-27,2018-00012070,Reckless Driving,Traffic,-80.4966845721,37.206844665
,2018-06-27,2018-00014067,Motor Vehicle Crash,Traffic,-80.405039099,37.1521942224
MUD PIKE  / SEVEN MILE TREE RD,2018-06-27,2018-00012076,Traffic Stop,Traffic,-80.4980763794,37.0966977628
5300 BLOCK ROANOKE RD,2018-06-27,2018-00012077,Traffic Stop,Traffic,-80.3046634034,37.1579822558
5700 BLOCK MCCOY RD,2018-06-27,2018-00012080,Traffic Hazard,Traffic,-80.5772261634,37.2149409354
371589838041300 BLOCK 158983 80 41328,2018-06-28,2018-00012083,Traffic Stop,Traffic,-80.4132602712,37.1588992819
UNION VALLEY RD  / HOPPER LN,2018-06-28,2018-00012089,Traffic Hazard,Traffic,-80.3992611342,37.0695610579
RADFORD RD  / WALTON RD,2018-06-28,2018-00012090,Reckless Driving,Traffic,-80.4898004685,37.1304146464
,2018-06-28,2018-00012091,Reckless Driving,Traffic,-80.3332428613,37.1500137086
,2018-06-28,2018-00014073,Reckless Driving,Traffic,-80.3332428613,37.1500137086
,2018-06-28,2018-00012096,Reckless Driving,Traffic,-80.51239197,37.0976267648
400 BLOCK BRANCH RD RT 460 BYPASS WBL,2018-06-28,2018-00014092,Traffic Stop,Traffic,-80.369820073,37.1262221161
,2018-06-28,2018-00014106,Traffic Stop,Traffic,-80.4148551659,37.1656829369
,2018-06-28,2018-00014130,Traffic Stop,Traffic,-80.405039099,37.1521942224
3900 BLOCK BRADSHAW RD,2018-06-28,2018-00012125,Reckless Driving,Traffic,-80.2504039098,37.2765407066
3500 BLOCK BIG BRANCH RD,2018-06-29,2018-00012130,Motor Vehicle Crash,Traffic,-80.5011193263,37.0200456678
RINER RD  / CAMP CARYSBROOK RD,2018-06-29,2018-00000279,Motor Vehicle Crash- W/Injuries,Traffic,-80.4393881827,37.0329069323
RINER RD  / CAMP CARYSBROOK RD,2018-06-29,2018-00000087,Motor Vehicle Crash- W/Injuries,Traffic,-80.4393881827,37.0329069323
RINER RD  / CAMP CARYSBROOK RD,2018-06-29,2018-00012136,Motor Vehicle Crash- W/Injuries,Traffic,-80.4393881827,37.0329069323
RINER RD  / LAUREL RIDGE MILL RD,2018-06-29,2018-00012140,Reckless Driving,Traffic,-80.4209613978,37.0234002579
LICK RUN RD  / MOUNT ZION RD,2018-06-29,2018-00012153,Reckless Driving,Traffic,-80.5322191157,37.2270317066
GRAYSONTOWN RD  / INDIAN VALLEY RD,2018-06-29,2018-00012154,Hit and Run,Traffic,-80.5283437385,37.0438286299
PILOT RD  / BARLEY RD,2018-06-29,2018-00012158,Reckless Driving,Traffic,-80.3839924724,37.0793050663
