State Name,Station Name (LEA)
OKLAHOMA,CHANDLER POLICE DEPT
OKLAHOMA,HENRYETTA POLICE DEPT
OKLAHOMA,MEDFORD POLICE DEPT
OKLAHOMA,WISTER POLICE DEPT
OKLAHOMA,EASTERN OK STATE COLLEGE PD
OKLAHOMA,COLCORD POLICE DEPT
OKLAHOMA,DEWEY CTY SHERIFF DEPT
OKLAHOMA,CADDO CTY SHERIFF DEPT
OKLAHOMA,PAYNE CTY SHERIFF DEPT
OKLAHOMA,WOODWARD POLICE DEPT
OKLAHOMA,SEMINOLE CTY SHERIFF DEPT
OKLAHOMA,CHICKASHA POLICE DEPT
OKLAHOMA,CATOOSA POLICE DEPT
OKLAHOMA,TAHLEQUAH POLICE DEPT
OKLAHOMA,GAGE POLICE DEPT
OKLAHOMA,GUTHRIE POLICE DEPT
OKLAHOMA,MOORE POLICE DEPT
OKLAHOMA,STONEWALL POLICE DEPT
OKLAHOMA,FLETCHER POLICE DEPT
OKLAHOMA,ADAIR CTY SHERIFF OFFICE
OKLAHOMA,PUTNAM CITY CAMPUS POLICE DEPT
OKLAHOMA,STRATFORD POLICE DEPT
OKLAHOMA,MCCURTAIN CTY SHERIFF DEPT
OKLAHOMA,TUPELO POLICE DEPT
OKLAHOMA,MEDICINE PARK POLICE DEPT
OKLAHOMA,GRAND RIVER DAM AUTHORITY
OKLAHOMA,CHEROKEE CTY SHERIFF DEPT
OKLAHOMA,FORGAN POLICE DEPT
OKLAHOMA,SEMINOLE STATE COLLEGE PD
OKLAHOMA,KREBS POLICE DEPT
OKLAHOMA,SHADY POINT POLICE DEPT
OKLAHOMA,KEYES POLICE DEPARTMENT
OKLAHOMA,ENID POLICE DEPT.
OKLAHOMA,MCALESTER POLICE DEPT.
OKLAHOMA,KICKHPOO TRIBAL POLICE DEPT
OKLAHOMA,MURRAY STATE COLLEGE POLICE
OKLAHOMA,UNIV OF OK HEALTH SCIENCES CTR PD
OKLAHOMA,WAURIKA POLICE DEPT
OKLAHOMA,MID-AMERICA CHRISTIAN UNIVERSITY
OKLAHOMA,OKLAHOMA COUNTY SHERIFF DEPT
OKLAHOMA,WAYNOKA POLICE DEPT
OKLAHOMA,GORE POLICE DEPT
OKLAHOMA,BRAGGS POLICE DEPT
OKLAHOMA,HAILEYVILLE POLICE DEPT
OKLAHOMA,DAVIS POLICE DEPT
OKLAHOMA,GRADY CTY SHERIFF DEPT
OKLAHOMA,COMANCHE COUNTY SHERIFF DEPT
OKLAHOMA,FAIRVIEW POLICE DEPT
OKLAHOMA,OKLAHOMA CITY UNIV OK CITY
OKLAHOMA,COMANCHE POLICE DEPT.
OKLAHOMA,OK DEPT OF WILDLIFE & CONSERVATION
OREGON,YAMHILL CTY SHERIFF DEPT
OREGON,INDEPENDENCE POLICE DEPT
OREGON,KLAMATH FALLS POLICE DEPT
OREGON,POLK COUNTY SHERIFF'S OFFICE
OREGON,DALLAS POLICE DEPT
OREGON,WALLOWA CTY SHERIFF'S OFFICE
OREGON,COTTAGE GROVE POLICE
OREGON,OR STATE POLICE SALEM
OREGON,MALHEUR CTY SHERIFF DEPT
OREGON,BOARDMAN POLICE DEPT
OREGON,PORTLAND POLICE  DEPT
OREGON,TILLAMOOK CTY  SHERIFF DEPT
OREGON,ENTERPRISE POLICE DEPT
OREGON,WEST LINN POLICE DEPT
OREGON,SCAPPOOSE POLICE DEPT
OREGON,SEASIDE POLICE DEPT
OREGON,CENTRAL POINT POLICE DEPT
OREGON,JOSEPHINE COUNTY SHERIFF'S OFFICE
OREGON,VERNONIA POLICE DEPT
OREGON,CURRY COUNTY SHERIFF
OREGON,COLUMBIA CTY SHERIFF'S OFFICE
OREGON,SHERMAN CTY  SHERIFF DEPT
OREGON,WHEELER CTY SHERIFF DEPT
OREGON,BEND POLICE DEPT
OREGON,GRANT CTY SHERIFF DEPT
OREGON,EUGENE POLICE DEPT
OREGON,DESCHUTES CTY SHERIFF
OREGON,COOS COUNTY SHERIFF DEPT
OREGON,LANE CTY SHERIFF DEPT
OREGON,MYRTLE CREEK POLICE DEPT
OREGON,WASHINGTON CTY SHERIFF DEPT
OREGON,BAKER CTY SHERIFF DEPT
OREGON,CORNELIUS POLICE DEPT
OREGON,MORROW CTY  SHERIFF DEPT
OREGON,CLACKAMAS COUNTY SHERIFF'S OFFICE
OREGON,ASTORIA POLICE DEPT
OREGON,BANDON POLICE DEPT
OREGON,KLAMATH COUNTY SHERIFF'S OFFICE
OREGON,GILLIAM CTY SHERIFF DEPT
OREGON,OREGON CITY POLICE DEPT
OREGON,UNION CTY SHERIFF DEPT
OREGON,MONMOUTH POLICE DEPT
PENNSYLVANIA,PA LAW ENFORCEMENT PROGRAM
PENNSYLVANIA,US FBI HARRISBURG
PENNSYLVANIA,SUSQUEHANNA TWP POLICE HARRISBURG
PENNSYLVANIA,DAUPHIN COUNTY CID
PENNSYLVANIA,SPRING TWP POLICE DEPT READING
PENNSYLVANIA,CARROLL TOWNSHIP POLICE DEPT
PENNSYLVANIA,SILVER SPRING TWP POLICE DEPT
PENNSYLVANIA,PA DEPT OF GENERAL SVCS POLICE
PENNSYLVANIA,BLOOMSBURG POLICE DEPT
PENNSYLVANIA,COVINGTON TOWNSHIP POLICE DEPT
PENNSYLVANIA,MONTOUR TOWNSHIP POLICE DEPT
PENNSYLVANIA,CUMBERLAND COUNTY PRISON DEPT
PENNSYLVANIA,LOWER MILFORD TOWNSHIP POLICE
PENNSYLVANIA,PITTSBURGH BUREAU OF POLICE
PENNSYLVANIA,SOMERSET BORO POLICE DEPT
PENNSYLVANIA,PENBROOK POLICE DEPT
PENNSYLVANIA,US DHS ICE NATIONAL ARMORY OPS
PENNSYLVANIA,OFFICE OF IG US DEPT OF HUD
PENNSYLVANIA,WEST SHORE REGIONAL POLICE
PENNSYLVANIA,DUNMORE POLICE DEPT
PENNSYLVANIA,SOUTH ANNVILLE TWP POLICE DEPT
PENNSYLVANIA,ROARING BROOK TOWNSHIP POLICE DEPT
PENNSYLVANIA,PLYMOUTH TOWNSHIP POLICE DEPT
PENNSYLVANIA,NORTHERN YORK CTY POLICE
PENNSYLVANIA,WILLIAMSPORT POLICE DEPT
PENNSYLVANIA,SALISBURY TOWNSHIP POLICE DEPT
PENNSYLVANIA,NORTH SEWICKLEY TOWNSHIP
PENNSYLVANIA,LOCUST TOWNSHIP POLICE DEPT
PENNSYLVANIA,WAYNE COUNTY SHERIFF DEPT
PENNSYLVANIA,HEMLOCK TOWNSHIP POLICE DEPT
PENNSYLVANIA,BEAVER BORO POLICE DEPT
PENNSYLVANIA,ALBURTIS POLICE DEPT
PENNSYLVANIA,LUZERNE COUNTY SHERIFF DEPT
PENNSYLVANIA,UPPER DUBLIN TOWNSHIP POLICE DEPT
PENNSYLVANIA,YORK POLICE DEPT
PENNSYLVANIA,BRADFORD COUNTY SHERIFF DEPT
PENNSYLVANIA,TAMAQUA POLICE DEPT
PENNSYLVANIA,WOMELSDORF POLICE DEPT
PENNSYLVANIA,POTTSTOWN POLICE DEPARTMENT
PENNSYLVANIA,CARBON COUNTY CORRECTIONAL FAC
PENNSYLVANIA,DOYLESTOWN TOWNSHIP POLICE DEPT
PENNSYLVANIA,LEHIGH TOWNSHIP POLICE DEPT
PENNSYLVANIA,WEST BRANDYWINE POLICE DEPT
PENNSYLVANIA,WAYMART BOROUGH POLICE DEPT
PENNSYLVANIA,EAST FRANKLIN TOWNSHIP POLICE DEPT
PENNSYLVANIA,PINE CREEK TOWNSHIP POLICE DEPT
PENNSYLVANIA,MILTON BORO POLICE DEPT
PENNSYLVANIA,PA SOUTHERN REGIONAL POLICE DEPT
PENNSYLVANIA,MERCERSBURG BOROUGH POLICE DEPT
PENNSYLVANIA,EASTERN PIKE REGIONAL POLICE DEPT
PENNSYLVANIA,DELMONT POLICE DEPT
PENNSYLVANIA,WESTMORELAND CTY PARK POLICE DEPT
PENNSYLVANIA,WEST HAZLETON POLICE DEPT
PENNSYLVANIA,HUNTINGDON COUNTY SHERIFF OFFICE
PENNSYLVANIA,DUBLIN BOROUGH POLICE DEPT
PENNSYLVANIA,CARLISLE POLICE DEPT
PENNSYLVANIA,MOUNT CARMEL TWP POLICE DEPT
PENNSYLVANIA,MANOR TOWNSHIP POLICE DEPT
PENNSYLVANIA,SULLIVAN COUNTY SHERIFF OFFICE
PENNSYLVANIA,MANOR TOWNSHIP POLICE DEPT
PENNSYLVANIA,US DHS ICE NATIONAL ARMORY OPS
PENNSYLVANIA,EXETER BORO POLICE DEPT
PENNSYLVANIA,BRECKNOCK TOWNSHIP POLICE DEPT
PENNSYLVANIA,WEST HEMPFIELD TWP POLICE DEPT
PENNSYLVANIA,US DOJ DEA PHILADELPHIA
PENNSYLVANIA,BUCKS COUNTY DEPT OF CORRECTIONS
PENNSYLVANIA,MOON TOWNSHIP POLICE DEPT
PENNSYLVANIA,SCOTT TWP POLICE BLOOMSBURG
PENNSYLVANIA,NORTHEASTERN PA REG POLICE
PENNSYLVANIA,FOREST COUNTY SHERIFF OFFICE
PENNSYLVANIA,CAMP HILL BOROUGH POLICE DEPT
PENNSYLVANIA,PA STATE POLICE DEPT
PENNSYLVANIA,CHESTER MONTGOMERY ERT
PENNSYLVANIA,SUGAR NOTCH POLICE DEPT
PENNSYLVANIA,BEDMINSTER TOWNSHIP POLICE DEPT
PENNSYLVANIA,PA PORT AUTHORITY POLICE DEPT
PENNSYLVANIA,SPRINGFIELD TOWNSHIP POLICE DEPT
PENNSYLVANIA,LANCASTER COUNTY SHERIFF DEPT
PENNSYLVANIA,PARKER POLICE DEPT
PENNSYLVANIA,BARRETT TOWNSHIP POLICE DEPT
PENNSYLVANIA,CARBONDALE POLICE DEPT
PENNSYLVANIA,TREDYFFRIN TOWNSHIP POLICE DEPT
PENNSYLVANIA,HAVERFORD TOWNSHIP POLICE DEPT
PENNSYLVANIA,SHAMOKIN POLICE DEPT
PENNSYLVANIA,EAST FALLOWFIELD TOWNSHIP POLICE
PENNSYLVANIA,NEWTOWN TOWNSHIP POLICE DEPT
PENNSYLVANIA,DERRY TOWNSHIP POLICE DEPT
PENNSYLVANIA,MINERSVILLE POLICE DEPT
PENNSYLVANIA,MOUNT CARMEL BOROUGH POLICE
PENNSYLVANIA,READING POLICE DEPARTMENT
PENNSYLVANIA,MILLCREEK TWP POLICE DEPT 2
PENNSYLVANIA,BALDWIN TOWNSHIP POLICE DEPT
PENNSYLVANIA,BETHEL TOWNSHIP POLICE DEPT
PENNSYLVANIA,PAXTANG BOROUGH POLCIE DEPT
PENNSYLVANIA,EAST VINCENT TOWNSHIP POLICE
PENNSYLVANIA,LEHIGH COUNTY DTF
PENNSYLVANIA,ABINGTON TOWNSHIP POLICE DEPT
PENNSYLVANIA,CLAIRTON POLICE DEPT
PENNSYLVANIA,NEW BETHLEHEM BOROUGH POLICE DEPT
PENNSYLVANIA,DUBOIS CITY POLICE DEPT
PENNSYLVANIA,STEELTON BOROUGH POLICE DEPT
PENNSYLVANIA,CUMBERLAND COUNTY SHERIFF DEPT
PENNSYLVANIA,MOUNT LEBANON POLICE DEPT
PENNSYLVANIA,NEW BRITAIN TOWNSHIP POLICE DEPT
PENNSYLVANIA,PHILADELPHIA POLICE DEPT
PENNSYLVANIA,WEST YORK BOROUGH POLICE DEPT
PENNSYLVANIA,NORTH CORNWALL TWP POLICE DEPT
PENNSYLVANIA,NORTH LEBANON TWP POLICE DEPT
PENNSYLVANIA,VENANGO COUNTY SHERIFF DEPT
PENNSYLVANIA,HILLTOWN TOWNSHIP POLICE DEPT
PENNSYLVANIA,CONEMAUGH TOWNSHIP POLICE DEPT
PENNSYLVANIA,JEFFERSON HILLS BORO POLICE DEPT
PENNSYLVANIA,BALDWIN BOROUGH POLICE DEPT
PENNSYLVANIA,BRADFORD POLICE DEPT
PENNSYLVANIA,WARMINSTER TWP POLICE DEPT
PENNSYLVANIA,OHIO TOWNSHIP POLICE DEPT
PENNSYLVANIA,CHESTER TOWNSHIP POLICE DEPT
PENNSYLVANIA,NEW GARDEN TOWNSHIP POLICE DEPT
PENNSYLVANIA,OIL CITY POLICE DEPT
PENNSYLVANIA,VERNON TOWNSHIP POLICE DEPT
PENNSYLVANIA,WESTMORELAND CTY SHERIFF DEPT
PENNSYLVANIA,BUCKS COUNTY S. CENTRAL ERT
PENNSYLVANIA,GILBERTON  POLICE DEPT
PENNSYLVANIA,STROUD AREA REGIONAL POLICE DEPT
PENNSYLVANIA,CUMBERLAND TOWNSHIP POLICE DEPT
PENNSYLVANIA,UPPER POTTSGROVE TWP POLICE DEPT
PENNSYLVANIA,LOWER ALLEN TOWNSHIP POLICE DEPT
PENNSYLVANIA,WEATHERLY POLICE DEPARTMENT
PENNSYLVANIA,UPPER GWYNEDD TOWNSHIP  POLICE
PENNSYLVANIA,HIGHSPIRE BOROUGH POLICE DEPT
PUERTO RICO,UTUADO POLICE DEPT
PUERTO RICO,PR DEPT OF NATURAL & ENV RESOURCES
PUERTO RICO,LAJAS POLICE DEPT
PUERTO RICO,TOA BAJA POLICE DEPT
PUERTO RICO,CEIBA POLICE DEPT
PUERTO RICO,ISABELA POLICE DEPT
PUERTO RICO,LARES POLICE DEPT
PUERTO RICO,MOCA POLICE DEPT
PUERTO RICO,ARECIBO POLICE DEPT
PUERTO RICO,CAMUY POLICE DEPT
PUERTO RICO,SAN JUAN POLICE DEPT
PUERTO RICO,VIEQUES POLICE DEPT
PUERTO RICO,US DHS CBP AGUADILLA
PUERTO RICO,JUANA DIAZ-MUNICIPAL POLICE
PUERTO RICO,AGUADA POLICE DEPARTMENT
PUERTO RICO,MUNICIPALITY OF AGUADILLA
PUERTO RICO,DORADO POLICE DEPT
PUERTO RICO,TOA ALTA POLICE DEPT
PUERTO RICO,PR DRUG INTERDICTION OPS
PUERTO RICO,MUNICIPIO AUTONOMO DE VILLALBA
PUERTO RICO,MUNICIPIO DE TRUJILLO ALTO
PUERTO RICO,ARECIBO POLICE DEPT
PUERTO RICO,CAGUAS POLICE DEPT
PUERTO RICO,DP MUNICIPAL DE MAYAGUEZ
PUERTO RICO,CAROLINA MUNICIPAL POLICE DEPT
PUERTO RICO,SANTA ISABEL POLICE DEPT
PUERTO RICO,PUERTO RICO POLICE DEPT
PUERTO RICO,BARCELONETA POLICE DEPT
PUERTO RICO,GUANICA POLICE DEPT
PUERTO RICO,SALINAS POLICE DEPT
PUERTO RICO,HUMACAO POLICE DEPT
PUERTO RICO,MUNICPIO DE YABUCOA POLICIA MUNICIP
PUERTO RICO,GOBIERNO DE QUEBRADILLAS/POLICIA
PUERTO RICO,PONCE MUNICIPAL POLICE
PUERTO RICO,GUAYANILLA POLICE DEPT
PUERTO RICO,SAN GERMAN POLICE DEPT
PUERTO RICO,MUNICIPALITY OF MANATI
PUERTO RICO,JUNCOS POLICE DEPT
PUERTO RICO,GUAYAMA CITY POLICE
PUERTO RICO,MUNICIPIO DE RIO GRANDE
PUERTO RICO,LAS PIEDRAS MUNICIPAL POLICE
PUERTO RICO,VEGA BAJA POLICE DEPT
PUERTO RICO,US FBI SAN JUAN FIELD OFFICE
RHODE ISLAND,COVENTRY POLICE DEPT
RHODE ISLAND,CRANSTON POLICE DEPT
RHODE ISLAND,BARRINGTON POLICE DEPT
RHODE ISLAND,NORTH KINGSTOWN POLICE DEPT
RHODE ISLAND,PAWTUCKET POLICE DEPT
RHODE ISLAND,FOSTER POLICE DEPT
RHODE ISLAND,SCITUATE POLICE DEPT
RHODE ISLAND,GLOCESTER POLICE DEPT
RHODE ISLAND,RI DEPARTMENT OF CORRECTIONS
RHODE ISLAND,HOPKINTON POLICE DEPT
RHODE ISLAND,WARWICK POLICE DEPT
RHODE ISLAND,US MARSHAL SERVICE PROVIDENCE
RHODE ISLAND,RI STATE POLICE
RHODE ISLAND,MIDDLETOWN POLICE DEPT
RHODE ISLAND,JAMESTOWN POLICE DEPT
RHODE ISLAND,PROVIDENCE POLICE DEPT
RHODE ISLAND,TF GREEN INTL AIRPORT POLICE
RHODE ISLAND,LINCOLN POLICE DEPT
RHODE ISLAND,TIVERTON POLICE DEPT
RHODE ISLAND,WEST WARWICK POLICE DEPT
RHODE ISLAND,JOHNSTON POLICE DEPT
RHODE ISLAND,WOONSOCKET POLICE DEPT
RHODE ISLAND,WESTERLY POLICE DEPT
RHODE ISLAND,BURRILLVILLE POLICE DEPT
RHODE ISLAND,EAST GREENWICH POLICE DEPT
RHODE ISLAND,EAST PROVIDENCE POLICE DEPT
RHODE ISLAND,LITTLE COMPTON POLICE DEPT
RHODE ISLAND,NORTH PROVIDENCE POLICE DEPT
RHODE ISLAND,US DOJ ATF PROVIDENCE
SOUTH CAROLINA,HANAHAN POLICE DEPARTMENT
SOUTH CAROLINA,AYNOR POLICE DEPT
SOUTH CAROLINA,ANDERSON COUNTY SHERIFF'S OFFICE
SOUTH CAROLINA,DILLON COUTNY SHERIFF DEPT
SOUTH CAROLINA,MYRTLE BEACH POLICE DEPT
SOUTH CAROLINA,WINNSBORO DEPT OF PUBLIC SAFETY
SOUTH CAROLINA,MARION COUNTY SHERIFF OFFICE
SOUTH CAROLINA,MULLINS POLICE DEPT
SOUTH CAROLINA,ROCK HILL POLICE DEPT
SOUTH CAROLINA,COLLETON COUNTY SHERIFF DEPT
SOUTH CAROLINA,BATESBURG LEESVILLE POLICE DEPT
SOUTH CAROLINA,GREENVILLE COUNTY SHERIFF DEPT
SOUTH CAROLINA,CLARENDON COUNTY SHERIFF DEPT
SOUTH CAROLINA,UNIV OF SC SPARTANBURG POLICE DEPT
SOUTH CAROLINA,WELLFORD POLICE DEPT
SOUTH CAROLINA,TRAVELERS REST POLICE DEPT
SOUTH CAROLINA,AIKEN COUNTY SHERIFF DEPT
SOUTH CAROLINA,CHESTERFIELD COUNTY SHERIFF DEPT
SOUTH CAROLINA,SENECA POLICE DEPT
SOUTH CAROLINA,FOLLY BEACH PUBLIC SAFETY
SOUTH CAROLINA,DARLINGTON COUNTY SHERIFF DEPT
SOUTH CAROLINA,FLORENCE POLICE DEPT
SOUTH CAROLINA,CHARLESTON COUNTY SHERIFF DEPT
SOUTH CAROLINA,ANDERSON POLICE DEPT
SOUTH CAROLINA,HAMPTON COUNTY SHERIFF DEPT
SOUTH CAROLINA,SALUDA POLICE DEPT
SOUTH CAROLINA,GREENWOOD COUNTY SHERIFF OFFICE
SOUTH CAROLINA,PORT ROYAL POLICE DEPT
SOUTH CAROLINA,SUMTER POLICE DEPT
SOUTH CAROLINA,NORTH MYRTLE BEACH POLICE
SOUTH CAROLINA,CLOVER POLICE DEPT
SOUTH CAROLINA,PICKENS COUNTY SHERIFF DEPT
SOUTH CAROLINA,EDGEFIELD COUNTY SHERIFF DEPT
SOUTH CAROLINA,SPARTANBURG CTY SHERIFF DEPT
SOUTH CAROLINA,UNION DEPT OF PUBLIC SAFETY
SOUTH CAROLINA,FOLLY BEACH PUBLIC SAFETY
SOUTH CAROLINA,SENECA POLICE DEPT
SOUTH CAROLINA,FLORENCE POLICE DEPT
SOUTH CAROLINA,DARLINGTON COUNTY SHERIFF DEPT
SOUTH CAROLINA,HARTSVILLE POLICE DEPT
SOUTH CAROLINA,WEST COLUMBIA POLICE DEPT
SOUTH CAROLINA,PROSPERITY POLICE DEPT
SOUTH CAROLINA,BARNWELL COUNTY SHERIFF DEPT
SOUTH CAROLINA,NORTH AUGUSTA POLICE
SOUTH CAROLINA,SUMTER COUNTY SHERIFF DEPT
SOUTH CAROLINA,SC DNR COLUMBIA
SOUTH CAROLINA,WESTMINSTER POLICE DEPT
SOUTH CAROLINA,COLUMBIA POLICE DEPT
SOUTH CAROLINA,COTTAGEVILLE POLICE DEPT
SOUTH CAROLINA,WILLIAMSTON POLICE DEPT
SOUTH CAROLINA,PELION POLICE DEPT
SOUTH CAROLINA,CHESTER COUNTY SHERIFF DEPT
SOUTH CAROLINA,SALUDA COUNTY SHERIFF OFFICE
SOUTH CAROLINA,CAMPOBELLO POLICE DEPT
SOUTH CAROLINA,MCCORMICK POLICE DEPT
SOUTH CAROLINA,FORT LAWN POLICE DEPT
SOUTH CAROLINA,LYMAN POLICE DEPARTMENT
SOUTH CAROLINA,CAYCE PUBLIC SAFETY
SOUTH CAROLINA,MAULDIN POLICE DEPT
SOUTH CAROLINA,TEGA CAY POLICE DEPT
SOUTH CAROLINA,RICHLAND COUNTY SHERIFF DEPT
SOUTH CAROLINA,HORRY COUNTY POLICE DEPT
SOUTH CAROLINA,NICHOLS POLICE DEPT
SOUTH CAROLINA,CHARLESTON POLICE DEPT
SOUTH CAROLINA,DILLON POLICE DEPT
SOUTH CAROLINA,BISHOPVILLE POLICE DEPT
SOUTH CAROLINA,OCONEE COUNTY SHERIFF DEPT
SOUTH CAROLINA,NEWBERRY COUNTY SHERIFF DEPT
SOUTH CAROLINA,GEORGETOWN COUNTY SHERIFF  OFFICE
SOUTH CAROLINA,MANNING POLICE DEPT
SOUTH CAROLINA,MARLBORO COUNTY SHERIFF
SOUTH CAROLINA,MOUNT PLEASANT POLICE DEPT
SOUTH CAROLINA,ORANGEBURG COUNTY SHERIFF DEPT
SOUTH CAROLINA,KERSHAW COUNTY SHERIFF'S OFFICE
SOUTH CAROLINA,WEST UNION POLICE DEPT
SOUTH CAROLINA,SC STATE UNIV POLICE DEPT
SOUTH CAROLINA,LAKE CITY POLICE DEPT
SOUTH CAROLINA,BLACKSBURG POLICE DEPT
SOUTH CAROLINA,WHITMIRE POLICE DEPT
SOUTH CAROLINA,ALLENDALE COUNTY SHERIFF DEPT
SOUTH CAROLINA,FLORENCE COUNTY SHERIFF DEPT
SOUTH CAROLINA,LATTA POLICE DEPT
SOUTH CAROLINA,BEAUFORT CITY POLICE DEPT
SOUTH CAROLINA,SC LAW ENFORCEMENT DIVISION
SOUTH CAROLINA,ORANGEBURG DEPT OF PUBLIC SAFETY
SOUTH CAROLINA,NORWAY POLICE DEPT
SOUTH CAROLINA,LEXINGTON COUNTY SHERIFF DEPT
SOUTH CAROLINA,BERKELEY COUNTY  SHERIFF OFFICE
SOUTH CAROLINA,LANCASTER COUNTY SHERIFF DEPT
SOUTH CAROLINA,CHESTERFIELD POLICE DEPT
SOUTH CAROLINA,US DOJ DEA FLORENCE
SOUTH CAROLINA,AIKEN PUBLIC SAFETY DEPT
SOUTH DAKOTA,DEWEY COUNTY SHERIFF OFFICE
SOUTH DAKOTA,CUSTER COUNTY SHERIFF DEPT
SOUTH DAKOTA,ZIEBACH COUNTY SHERIFF OFFICE
SOUTH DAKOTA,SD HIGHWAY PATROL
SOUTH DAKOTA,PIERRE POLICE DEPT
SOUTH DAKOTA,SD STATE PENITENTIARY
SOUTH DAKOTA,WALWORTH COUNTY SHERIFF DEPT
SOUTH DAKOTA,SD DEPT OF GAME FISH AND PARKS
SOUTH DAKOTA,SD DEPT OF CORRECTIONS WOMENS PR
SOUTH DAKOTA,HUGHES COUNTY SHERIFF DEPT
SOUTH DAKOTA,LEMMON POLICE DEPT
SOUTH DAKOTA,FAULK COUNTY SHERIFF OFFICE
SOUTH DAKOTA,BERESFORD POLICE DEPT
SOUTH DAKOTA,TRIPP POLICE DEPT
SOUTH DAKOTA,POTTER COUNTY SHERIFF
SOUTH DAKOTA,CANTON POLICE DEPT
SOUTH DAKOTA,STANLEY COUNTY SHERIFF DEPT
SOUTH DAKOTA,STURGIS POLICE DEPT
SOUTH DAKOTA,EUREKA POLICE DEPT
SOUTH DAKOTA,SPEARFISH POLICE DEPT
SOUTH DAKOTA,HURON POLICE DEPT
SOUTH DAKOTA,HAND COUNTY SHERIFF OFFICE
SOUTH DAKOTA,MENNO POLICE DEPT
SOUTH DAKOTA,BENNETT COUNTY SHERIFF DEPT
SOUTH DAKOTA,JERAULD COUNTY SHERIFF DEPT
SOUTH DAKOTA,BON HOMME COUNTY SHERIFF
SOUTH DAKOTA,BRULE COUNTY SHERIFF
SOUTH DAKOTA,MINNEHAHA COUNTY SHERIFF DEPT
SOUTH DAKOTA,CHARLES MIX COUNTY SHERIFF DEPT
SOUTH DAKOTA,KINGSBURY COUNTY SHERIFF DEPT
SOUTH DAKOTA,DEADWOOD POLICE DEPT
SOUTH DAKOTA,BURKE CITY POLICE DEPT
SOUTH DAKOTA,CLARK COUNTY SHERIFF OFFICE
SOUTH DAKOTA,YANKTON COUNTY SHERIFF DEPT
SOUTH DAKOTA,DEUEL COUNTY SHERIFF DEPT
SOUTH DAKOTA,EDMUNDS COUNTY SHERIFF DEPT
SOUTH DAKOTA,LYMAN COUNTY SHERIFF OFFICE
SOUTH DAKOTA,MELLETTE COUNTY SHERIFF OFFICE
SOUTH DAKOTA,GREGORY COUNTY SHERIFF DEPT
SOUTH DAKOTA,TURNER COUNTY SHERIFF OFFICE
SOUTH DAKOTA,LINCOLN COUNTY DTF
SOUTH DAKOTA,YANKTON POLICE DEPT
SOUTH DAKOTA,ALCESTER POLICE DEPT
SOUTH DAKOTA,BROWN COUNTY SHERIFF OFFICE
SOUTH DAKOTA,CORSON COUNTY SHERIFF OFFICE
SOUTH DAKOTA,SANBORN COUNTY SHERIFF DEPT
SOUTH DAKOTA,ARMOUR POLICE DEPT
SOUTH DAKOTA,PERKINS COUNTY SHERIFF DEPT
SOUTH DAKOTA,NPS WIND CAVE NATIONAL PARK
SOUTH DAKOTA,SPINK COUNTY SHERIFF DEPT
SOUTH DAKOTA,BROOKINGS POLICE DEPT
SOUTH DAKOTA,CHAMBERLAIN POLICE DEPT
SOUTH DAKOTA,HAMLIN COUNTY SHERIFF DEPT
SOUTH DAKOTA,SD DEPT OF PUBLIC SAFETY
TENNESSEE,EAGLEVILLE POLICE DEPT
TENNESSEE,MEIGS COUNTY SHERIFF DEPT
TENNESSEE,WASHINGTON COUNTY SHERIFF'S OFFICE
TENNESSEE,CLAIBORNE COUNTY SHERIFF DEPT
TENNESSEE,TN 18TH JUDICAL DTF
TENNESSEE,BURNS POLICE DEPT
TENNESSEE,HUNTINGDON POLICE DEPARTMENT
TENNESSEE,SELMER POLICE DEPT
TENNESSEE,MCNAIRY COUNTY SHERIFF DEPT
TENNESSEE,DECHERD POLICE DEPT
TENNESSEE,TN LAW ENFORCEMENT TRNG ACADEMY
TENNESSEE,PICKETT COUNTY SHERIFF DEPT
TENNESSEE,LIVINGSTON POLICE DEPT
TENNESSEE,WHITE BLUFF POLICE DEPT
TENNESSEE,PARSONS POLICE DEPT
TENNESSEE,TN 19TH JUDICIAL DISTRICT DTF
TENNESSEE,FENTRESS COUNTY SHERIFF DEPT
TENNESSEE,MADISONVILLE POLICE DEPT
TENNESSEE,ROBERTSON COUNTY SHERIFF DEPT
TENNESSEE,KNOX COUNTY SHERIFF DEPT.
TENNESSEE,MOORE COUNTY SHERIFF DEPT
TENNESSEE,HARRIMAN POLICE DEPT
TENNESSEE,US DOI NPS  TENNESSEE
TENNESSEE,ANDERSON COUNTY SHERIFF DEPT
TENNESSEE,MORRISTOWN POLICE DEPT
TENNESSEE,OLIVER SPRINGS POLICE DEPT
TENNESSEE,ROANE COUNTY SHERIFF DEPT
TENNESSEE,MAURY COUNTY SHERIFF DEPT
TENNESSEE,BLAINE POLICE DEPT
TENNESSEE,NEW JOHNSONVILLE POLICE DEPT
TENNESSEE,KNOXVILLE POLICE DEPT
TENNESSEE,HOUSTON COUNTY SHERIFF OFFICE
TENNESSEE,HARDIN COUNTY SHERIFF DEPT
TENNESSEE,RUTHERFORD COUNTY SHERIFF OFFICE
TENNESSEE,TN 28TH-29TH-30TH JUDICIAL DIST DTF
TENNESSEE,PURYEAR POLICE DEPT
TENNESSEE,SODDY DAISY POLICE DEPT
TENNESSEE,ATHENS POLICE DEPT
TENNESSEE,MCMINN COUNTY SHERIFF DEPT
TENNESSEE,SULLIVAN CO SHERIFF DEPT
