countyplace,cdbguogid,NAME,state,STA,county,countyname,place,placenm,hhuniv,estimated_number_foreclosures,estimated_number_mortgages,estimated_foreclosure_rate,total_90_day_vacant_residential_addresses,total_residential_addresses,estimated_90_day_vacancy_rate,total_hicost_2004_to_2006_HMDA_loans,total_2004_to_2006_HMDA_loans,estimated_hicost_loan_rate,bls_unemployment_rate,ofheo_price_change
5110542104,519999,VIRGINIA STATE PROGRAM,51,VA,105,Lee County,42104,Keokee CDP,124,1,5,20.0%,1,42,2.4%,2,3,66.7%,5.7%,0.0%
5110561560,519999,VIRGINIA STATE PROGRAM,51,VA,105,Lee County,61560,Pennington Gap town,854,9,97,9.3%,105,"1,050",10.0%,38,64,59.4%,5.7%,0.0%
5110568885,519999,VIRGINIA STATE PROGRAM,51,VA,105,Lee County,68885,Rose Hill CDP,306,3,37,8.1%,0,314,0.0%,11,24,45.8%,5.7%,0.0%
5110569792,519999,VIRGINIA STATE PROGRAM,51,VA,105,Lee County,69792,St. Charles town,68,0,3,0.0%,0,23,0.0%,1,2,50.0%,5.7%,0.0%
5110599999,519999,VIRGINIA STATE PROGRAM,51,VA,105,Lee County,99999,,"7,166",44,607,7.2%,123,"5,390",2.3%,193,400,48.3%,5.7%,0.0%
5110734240,519107,LOUDOUN COUNTY,51,VA,107,Loudoun County,34240,Hamilton town,227,7,390,1.8%,0,350,0.0%,28,257,10.9%,3.2%,-9.1%
5110737288,519107,LOUDOUN COUNTY,51,VA,107,Loudoun County,37288,Hillsboro town,40,1,77,1.3%,0,62,0.0%,5,51,9.8%,3.2%,-9.1%
5110744984,519107,LOUDOUN COUNTY,51,VA,107,Loudoun County,44984,Leesburg town,"10,339",420,"16,519",2.5%,147,"15,686",0.9%,"1,739","10,885",16.0%,3.0%,-9.1%
5110747208,519107,LOUDOUN COUNTY,51,VA,107,Loudoun County,47208,Lovettsville town,343,11,478,2.3%,0,488,0.0%,43,315,13.7%,3.2%,-9.1%
5110751448,519107,LOUDOUN COUNTY,51,VA,107,Loudoun County,51448,Middleburg town,297,5,267,1.9%,0,161,0.0%,20,176,11.4%,3.2%,-9.1%
5110765008,519107,LOUDOUN COUNTY,51,VA,107,Loudoun County,65008,Purcellville town,"1,250",40,"2,149",1.9%,1,"1,927",0.1%,152,"1,416",10.7%,3.2%,-9.1%
5110769168,519107,LOUDOUN COUNTY,51,VA,107,Loudoun County,69168,Round Hill town,184,6,356,1.7%,0,284,0.0%,24,234,10.3%,3.2%,-9.1%
5110799999,519107,LOUDOUN COUNTY,51,VA,107,Loudoun County,99999,,"47,241","2,145","96,356",2.2%,336,"81,292",0.4%,"8,438","63,493",13.3%,3.2%,-9.1%
5110931936,519999,VIRGINIA STATE PROGRAM,51,VA,109,Louisa County,31936,Gordonsville town,3,0,3,0.0%,0,4,0.0%,0,2,0.0%,4.3%,-0.4%
5110947144,519999,VIRGINIA STATE PROGRAM,51,VA,109,Louisa County,47144,Louisa town,576,16,363,4.4%,0,628,0.0%,76,240,31.7%,4.3%,-0.4%
5110952120,519999,VIRGINIA STATE PROGRAM,51,VA,109,Louisa County,52120,Mineral town,156,4,98,4.1%,0,170,0.0%,21,65,32.3%,4.3%,-0.4%
511098,511098,NEWPORT NEWS,51,VA,700,Newport News city,56000,Newport News city,"69,750","1,259","28,146",4.5%,"1,033","77,273",1.3%,"5,884","18,547",31.7%,4.7%,-0.7%
5110999999,519999,VIRGINIA STATE PROGRAM,51,VA,109,Louisa County,99999,,"9,240",253,"6,826",3.7%,0,"11,737",0.0%,"1,253","4,498",27.9%,4.3%,-0.4%
5111141832,519999,VIRGINIA STATE PROGRAM,51,VA,111,Lunenburg County,41832,Kenbridge town,524,6,99,6.1%,0,331,0.0%,26,65,40.0%,6.6%,0.0%
511116,511116,NORFOLK,51,VA,710,Norfolk city,57000,Norfolk city,"86,178","1,738","34,331",5.1%,"1,307","93,420",1.4%,"7,445","22,622",32.9%,5.7%,-0.7%
5111181024,519999,VIRGINIA STATE PROGRAM,51,VA,111,Lunenburg County,81024,Victoria town,807,9,140,6.4%,0,592,0.0%,37,92,40.2%,6.6%,0.0%
5111199999,519999,VIRGINIA STATE PROGRAM,51,VA,111,Lunenburg County,99999,,"3,665",32,541,5.9%,0,"2,822",0.0%,132,357,37.0%,6.6%,0.0%
5111348488,519999,VIRGINIA STATE PROGRAM,51,VA,113,Madison County,48488,Madison town,116,2,51,3.9%,0,108,0.0%,8,34,23.5%,4.0%,0.0%
5111399999,519999,VIRGINIA STATE PROGRAM,51,VA,113,Madison County,99999,,"4,628",55,"1,864",3.0%,2,"4,115",0.0%,294,"1,228",23.9%,4.0%,0.0%
5111599999,519999,VIRGINIA STATE PROGRAM,51,VA,115,Mathews County,99999,,"3,934",25,"1,229",2.0%,0,"1,510",0.0%,147,810,18.1%,3.7%,-0.7%
5111709016,519999,VIRGINIA STATE PROGRAM,51,VA,117,Mecklenburg County,09016,Boydton town,129,1,26,3.8%,0,104,0.0%,5,17,29.4%,6.2%,0.0%
5111710072,519999,VIRGINIA STATE PROGRAM,51,VA,117,Mecklenburg County,10072,Brodnax town,15,0,4,0.0%,0,14,0.0%,1,3,33.3%,6.2%,0.0%
5111714984,519999,VIRGINIA STATE PROGRAM,51,VA,117,Mecklenburg County,14984,Chase City town,"1,111",11,161,6.8%,47,"1,133",4.1%,47,106,44.3%,6.2%,0.0%
5111716992,519999,VIRGINIA STATE PROGRAM,51,VA,117,Mecklenburg County,16992,Clarksville town,601,3,120,2.5%,0,502,0.0%,14,79,17.7%,6.2%,0.0%
5111743176,519999,VIRGINIA STATE PROGRAM,51,VA,117,Mecklenburg County,43176,La Crosse town,238,2,61,3.3%,0,218,0.0%,9,40,22.5%,6.2%,0.0%
5111773904,519999,VIRGINIA STATE PROGRAM,51,VA,117,Mecklenburg County,73904,South Hill town,"1,803",15,410,3.7%,56,"2,126",2.6%,61,270,22.6%,6.2%,0.0%
5111799999,519999,VIRGINIA STATE PROGRAM,51,VA,117,Mecklenburg County,99999,,"9,004",68,"1,849",3.7%,76,"8,889",0.9%,282,"1,218",23.2%,6.2%,0.0%
5111980272,519999,VIRGINIA STATE PROGRAM,51,VA,119,Middlesex County,80272,Urbanna town,273,1,71,1.4%,0,137,0.0%,6,47,12.8%,4.0%,0.0%
5111999999,519999,VIRGINIA STATE PROGRAM,51,VA,119,Middlesex County,99999,,"3,981",24,"1,317",1.8%,0,"2,809",0.0%,144,868,16.6%,4.0%,0.0%
511200,511200,PETERSBURG,51,VA,730,Petersburg city,61832,Petersburg city,"13,795",328,"3,594",9.1%,"1,121","15,861",7.1%,"1,302","2,368",55.0%,7.8%,-0.4%
5112125496,519999,VIRGINIA STATE PROGRAM,51,VA,121,Montgomery County,25496,Elliston-Lafayette CDP,486,4,103,3.9%,2,404,0.5%,17,68,25.0%,4.8%,0.0%
5112151208,519999,VIRGINIA STATE PROGRAM,51,VA,121,Montgomery County,51208,Merrimac CDP,904,1,137,0.7%,12,969,1.2%,7,90,7.8%,4.8%,0.0%
5112171632,519999,VIRGINIA STATE PROGRAM,51,VA,121,Montgomery County,71632,Shawsville CDP,467,3,99,3.0%,2,388,0.5%,16,65,24.6%,4.8%,0.0%
5112199999,519999,VIRGINIA STATE PROGRAM,51,VA,121,Montgomery County,99999,,"8,953",61,"3,288",1.9%,117,"10,317",1.1%,315,"2,167",14.5%,4.8%,0.0%
511236,511236,PORTSMOUTH,51,VA,740,Portsmouth city,64000,Portsmouth city,"38,137","1,117","19,217",5.8%,"1,178","41,061",2.9%,"4,945","12,663",39.1%,5.3%,-0.7%
5112599999,519999,VIRGINIA STATE PROGRAM,51,VA,125,Nelson County,99999,,"5,887",48,"2,251",2.1%,15,"6,847",0.2%,289,"1,483",19.5%,3.5%,-0.4%
511272,511272,RADFORD,51,VA,750,Radford city,65392,Radford city,"5,804",36,"1,308",2.8%,181,"6,732",2.7%,132,862,15.3%,6.9%,0.0%
5112799999,519999,VIRGINIA STATE PROGRAM,51,VA,127,New Kent County,99999,,"4,913",86,"4,096",2.1%,0,"6,314",0.0%,507,"2,699",18.8%,3.7%,-0.4%
511308,511308,RICHMOND,51,VA,760,Richmond city,67000,Richmond city,"84,566","1,400","28,520",4.9%,"3,521","94,688",3.7%,"5,800","18,793",30.9%,6.2%,-0.4%
5113105912,519999,VIRGINIA STATE PROGRAM,51,VA,131,Northampton County,05912,Belle Haven town,31,0,5,0.0%,0,12,0.0%,1,3,33.3%,5.1%,0.0%
5113112808,519999,VIRGINIA STATE PROGRAM,51,VA,131,Northampton County,12808,Cape Charles town,510,5,139,3.6%,56,458,12.2%,25,92,27.2%,5.1%,0.0%
5113115112,519999,VIRGINIA STATE PROGRAM,51,VA,131,Northampton County,15112,Cheriton town,216,2,59,3.4%,24,194,12.4%,11,39,28.2%,5.1%,0.0%
5113124752,519999,VIRGINIA STATE PROGRAM,51,VA,131,Northampton County,24752,Eastville town,68,0,12,0.0%,0,22,0.0%,2,8,25.0%,5.1%,0.0%
5113126416,519999,VIRGINIA STATE PROGRAM,51,VA,131,Northampton County,26416,Exmore town,487,4,78,5.1%,0,182,0.0%,17,51,33.3%,5.1%,0.0%
5113154984,519999,VIRGINIA STATE PROGRAM,51,VA,131,Northampton County,54984,Nassawadox town,216,2,37,5.4%,0,73,0.0%,7,25,28.0%,5.1%,0.0%
5113199999,519999,VIRGINIA STATE PROGRAM,51,VA,131,Northampton County,99999,,"3,791",31,766,4.0%,124,"1,933",6.4%,143,505,28.3%,5.1%,0.0%
511320,511320,ROANOKE,51,VA,770,Roanoke city,68000,Roanoke city,"42,026",637,"13,733",4.6%,"2,550","45,946",5.5%,"3,005","9,049",33.2%,4.7%,0.0%
5113342424,519999,VIRGINIA STATE PROGRAM,51,VA,133,Northumberland County,42424,Kilmarnock town,30,0,6,0.0%,0,24,0.0%,1,4,25.0%,5.0%,0.0%
5113399999,519999,VIRGINIA STATE PROGRAM,51,VA,133,Northumberland County,99999,,"5,439",38,"1,158",3.3%,0,"4,460",0.0%,180,763,23.6%,5.0%,0.0%
5113507832,519999,VIRGINIA STATE PROGRAM,51,VA,135,Nottoway County,07832,Blackstone town,"1,404",19,334,5.7%,50,"1,551",3.2%,84,220,38.2%,5.6%,0.0%
5113511560,519999,VIRGINIA STATE PROGRAM,51,VA,135,Nottoway County,11560,Burkeville town,193,3,44,6.8%,5,196,2.6%,13,29,44.8%,5.6%,0.0%
5113520160,519999,VIRGINIA STATE PROGRAM,51,VA,135,Nottoway County,20160,Crewe town,982,15,225,6.7%,22,"1,000",2.2%,66,148,44.6%,5.6%,0.0%
5113599999,519999,VIRGINIA STATE PROGRAM,51,VA,135,Nottoway County,99999,,"3,091",44,716,6.1%,62,"3,276",1.9%,192,472,40.7%,5.6%,0.0%
5113731936,519999,VIRGINIA STATE PROGRAM,51,VA,137,Orange County,31936,Gordonsville town,596,9,234,3.8%,0,479,0.0%,42,154,27.3%,4.9%,0.0%
5113759496,519999,VIRGINIA STATE PROGRAM,51,VA,137,Orange County,59496,Orange town,"1,572",35,799,4.4%,4,"1,728",0.2%,163,527,30.9%,4.9%,0.0%
5113799999,519999,VIRGINIA STATE PROGRAM,51,VA,137,Orange County,99999,,"7,974",250,"7,611",3.3%,1,"10,252",0.0%,"1,198","5,015",23.9%,4.9%,0.0%
5113947528,519999,VIRGINIA STATE PROGRAM,51,VA,139,Page County,47528,Luray town,"2,003",37,852,4.3%,24,"2,289",1.0%,153,561,27.3%,6.2%,0.0%
5113971776,519999,VIRGINIA STATE PROGRAM,51,VA,139,Page County,71776,Shenandoah town,772,12,281,4.3%,15,824,1.8%,51,185,27.6%,6.2%,0.0%
5113975024,519999,VIRGINIA STATE PROGRAM,51,VA,139,Page County,75024,Stanley town,534,9,203,4.4%,0,516,0.0%,37,134,27.6%,6.2%,0.0%
5113999999,519999,VIRGINIA STATE PROGRAM,51,VA,139,Page County,99999,,"6,004",104,"2,386",4.4%,63,"6,431",1.0%,433,"1,572",27.5%,6.2%,0.0%
5114160984,519999,VIRGINIA STATE PROGRAM,51,VA,141,Patrick County,60984,Patrick Springs CDP,839,5,125,4.0%,0,672,0.0%,20,82,24.4%,6.3%,0.0%
5114176256,519999,VIRGINIA STATE PROGRAM,51,VA,141,Patrick County,76256,Stuart town,448,3,72,4.2%,3,391,0.8%,14,47,29.8%,6.3%,0.0%
5114199999,519999,VIRGINIA STATE PROGRAM,51,VA,141,Patrick County,99999,,"6,831",43,"1,069",4.0%,59,"6,017",1.0%,178,704,25.3%,6.3%,0.0%
5114315000,519999,VIRGINIA STATE PROGRAM,51,VA,143,Pittsylvania County,15000,Chatham town,527,4,94,4.3%,7,458,1.5%,18,62,29.0%,6.7%,0.0%
5114333232,519999,VIRGINIA STATE PROGRAM,51,VA,143,Pittsylvania County,33232,Gretna town,574,3,76,3.9%,4,388,1.0%,13,50,26.0%,6.7%,0.0%
5114339224,519999,VIRGINIA STATE PROGRAM,51,VA,143,Pittsylvania County,39224,Hurt town,511,5,113,4.4%,1,466,0.2%,18,75,24.0%,6.7%,0.0%
5114399999,519999,VIRGINIA STATE PROGRAM,51,VA,143,Pittsylvania County,99999,,"23,054",217,"5,035",4.3%,345,"23,913",1.4%,865,"3,318",26.1%,6.7%,0.0%
5114599999,519999,VIRGINIA STATE PROGRAM,51,VA,145,Powhatan County,99999,,"7,253",126,"6,195",2.0%,0,"9,464",0.0%,757,"4,082",18.5%,3.6%,-0.4%
5114727440,519999,VIRGINIA STATE PROGRAM,51,VA,147,Prince Edward County,27440,Farmville town,"1,847",17,389,4.4%,29,"2,219",1.3%,69,256,27.0%,6.3%,0.0%
5114734304,519999,VIRGINIA STATE PROGRAM,51,VA,147,Prince Edward County,34304,Hampden Sydney CDP,149,1,23,4.3%,1,171,0.6%,4,15,26.7%,6.3%,0.0%
5114760488,519999,VIRGINIA STATE PROGRAM,51,VA,147,Prince Edward County,60488,Pamplin City town,7,0,1,0.0%,0,8,0.0%,0,1,0.0%,6.3%,0.0%
5114799999,519999,VIRGINIA STATE PROGRAM,51,VA,147,Prince Edward County,99999,,"4,561",36,807,4.5%,43,"5,323",0.8%,149,532,28.0%,6.3%,0.0%
511488,511488,SUFFOLK,51,VA,800,Suffolk city,76432,Suffolk city,"23,290",783,"21,017",3.7%,324,"31,589",1.0%,"3,776","13,849",27.3%,4.4%,-0.7%
5114929152,519999,VIRGINIA STATE PROGRAM,51,VA,149,Prince George County,29152,Fort Lee CDP,"1,405",1,22,4.5%,19,"1,012",1.9%,5,15,33.3%,4.4%,-0.4%
5114999999,519999,VIRGINIA STATE PROGRAM,51,VA,149,Prince George County,99999,,"8,781",188,"4,676",4.0%,7,"10,435",0.1%,914,"3,081",29.7%,4.4%,-0.4%
5115311230,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,11230,Bull Run CDP,"4,737",217,"4,495",4.8%,139,"6,224",2.2%,879,"2,962",29.7%,3.5%,-9.1%
5115321088,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,21088,Dale City CDP,"17,593","1,702","31,998",5.3%,274,"22,246",1.2%,"6,952","21,085",33.0%,3.5%,-9.1%
5115323760,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,23760,Dumfries town,"1,523",123,"1,988",6.2%,94,"1,845",5.1%,507,"1,310",38.7%,3.5%,-9.1%
5115330176,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,30176,Gainesville CDP,"1,675",229,"8,756",2.6%,0,"5,950",0.0%,864,"5,770",15.0%,3.5%,-9.1%
5115335976,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,35976,Haymarket town,336,42,"1,620",2.6%,0,"1,159",0.0%,160,"1,067",15.0%,3.5%,-9.1%
5115343432,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,43432,Lake Ridge CDP,"11,115",542,"14,422",3.8%,14,"12,100",0.1%,"2,144","9,503",22.6%,3.5%,-9.1%
5115345957,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,45957,Linton Hall CDP,"2,801",323,"11,976",2.7%,1,"7,798",0.0%,"1,225","7,891",15.5%,3.5%,-9.1%
5115346328,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,46328,Loch Lomond CDP,"1,008",81,"1,194",6.8%,75,"1,019",7.4%,337,787,42.8%,3.5%,-9.1%
5115352658,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,52658,Montclair CDP,"5,066",261,"8,335",3.1%,1,"6,644",0.0%,"1,010","5,492",18.4%,3.5%,-9.1%
5115356464,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,56464,Nokesville CDP,430,29,"1,086",2.7%,0,804,0.0%,112,715,15.7%,3.5%,-9.1%
5115358696,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,58696,Occoquan town,362,16,377,4.2%,3,373,0.8%,65,248,26.2%,3.5%,-9.1%
5115365120,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,65120,Quantico town,279,2,36,5.6%,0,342,0.0%,6,24,25.0%,3.5%,-9.1%
5115365136,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,65136,Quantico Station CDP,"1,400",1,18,5.6%,0,"1,038",0.0%,2,12,16.7%,3.5%,-9.1%
5115376416,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,76416,Sudley CDP,"2,674",192,"3,685",5.2%,116,"2,855",4.1%,782,"2,428",32.2%,3.5%,-9.1%
5115379360,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,79360,Triangle CDP,"2,178",212,"3,979",5.3%,128,"3,128",4.1%,865,"2,622",33.0%,3.5%,-9.1%
5115384424,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,84424,West Gate CDP,"2,498",195,"2,932",6.7%,186,"2,596",7.2%,810,"1,932",41.9%,3.5%,-9.1%
5115387312,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,87312,Woodbridge CDP,"10,742",784,"15,428",5.1%,394,"13,735",2.9%,"3,190","10,166",31.4%,3.5%,-9.1%
5115388176,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,88176,Yorkshire CDP,"2,268",147,"2,714",5.4%,95,"2,724",3.5%,599,"1,788",33.5%,3.5%,-9.1%
5115399999,519153,PRINCE WILLIAM COUNTY,51,VA,153,Prince William County,99999,,"25,977","1,536","46,272",3.3%,172,"40,231",0.4%,"5,995","30,490",19.7%,3.5%,-9.1%
5115523648,519999,VIRGINIA STATE PROGRAM,51,VA,155,Pulaski County,23648,Dublin town,929,14,241,5.8%,4,933,0.4%,49,159,30.8%,8.5%,0.0%
5115526736,519999,VIRGINIA STATE PROGRAM,51,VA,155,Pulaski County,26736,Fairlawn CDP,960,12,278,4.3%,12,823,1.5%,40,183,21.9%,8.5%,0.0%
5115564880,519999,VIRGINIA STATE PROGRAM,51,VA,155,Pulaski County,64880,Pulaski town,"4,169",48,981,4.9%,134,"4,119",3.3%,165,646,25.5%,8.5%,0.0%
5115599999,519999,VIRGINIA STATE PROGRAM,51,VA,155,Pulaski County,99999,,"8,568",97,"2,140",4.5%,176,"8,096",2.2%,319,"1,410",22.6%,8.5%,0.0%
5115783248,519999,VIRGINIA STATE PROGRAM,51,VA,157,Rappahannock County,83248,Washington town,77,1,38,2.6%,0,65,0.0%,5,25,20.0%,3.6%,0.0%
5115799999,519999,VIRGINIA STATE PROGRAM,51,VA,157,Rappahannock County,99999,,"2,719",25,"1,376",1.8%,0,"2,642",0.0%,159,907,17.5%,3.6%,0.0%
511590,511590,VIRGINIA BEACH,51,VA,810,Virginia Beach city,82000,Virginia Beach city,"154,635","2,904","105,925",2.7%,854,"174,304",0.5%,"15,675","69,799",22.5%,3.8%,-0.7%
5115983168,519999,VIRGINIA STATE PROGRAM,51,VA,159,Richmond County,83168,Warsaw town,444,5,87,5.7%,0,391,0.0%,20,58,34.5%,5.4%,0.0%
5115999999,519999,VIRGINIA STATE PROGRAM,51,VA,159,Richmond County,99999,,"2,478",28,526,5.3%,0,"2,182",0.0%,126,346,36.4%,5.4%,0.0%
5116113720,519999,VIRGINIA STATE PROGRAM,51,VA,161,Roanoke County,13720,Cave Spring CDP,"10,991",59,"4,119",1.4%,307,"12,081",2.5%,413,"2,714",15.2%,3.4%,0.0%
5116137880,519999,VIRGINIA STATE PROGRAM,51,VA,161,Roanoke County,37880,Hollins CDP,"5,658",51,"2,440",2.1%,99,"6,324",1.6%,316,"1,608",19.7%,3.4%,0.0%
5116181280,519999,VIRGINIA STATE PROGRAM,51,VA,161,Roanoke County,81280,Vinton town,"3,330",37,"1,137",3.3%,79,"3,637",2.2%,204,749,27.2%,3.4%,0.0%
5116199999,519999,VIRGINIA STATE PROGRAM,51,VA,161,Roanoke County,99999,,"14,755",152,"8,175",1.9%,104,"17,387",0.6%,970,"5,387",18.0%,3.4%,0.0%
5116331136,519999,VIRGINIA STATE PROGRAM,51,VA,163,Rockbridge County,31136,Glasgow town,429,4,118,3.4%,0,311,0.0%,19,78,24.4%,4.1%,0.0%
5116331968,519999,VIRGINIA STATE PROGRAM,51,VA,163,Rockbridge County,31968,Goshen town,173,1,56,1.8%,0,157,0.0%,6,37,16.2%,4.1%,0.0%
5116399999,519999,VIRGINIA STATE PROGRAM,51,VA,163,Rockbridge County,99999,,"7,845",49,"2,474",2.0%,0,"7,988",0.0%,276,"1,630",16.9%,4.1%,0.0%
5116509656,519999,VIRGINIA STATE PROGRAM,51,VA,165,Rockingham County,09656,Bridgewater town,"1,797",6,604,1.0%,15,"2,022",0.7%,50,398,12.6%,3.5%,0.0%
5116510040,519999,VIRGINIA STATE PROGRAM,51,VA,165,Rockingham County,10040,Broadway town,872,7,421,1.7%,0,"1,013",0.0%,46,277,16.6%,3.5%,0.0%
5116521648,519999,VIRGINIA STATE PROGRAM,51,VA,165,Rockingham County,21648,Dayton town,543,2,191,1.0%,0,536,0.0%,15,126,11.9%,3.5%,0.0%
5116525408,519999,VIRGINIA STATE PROGRAM,51,VA,165,Rockingham County,25408,Elkton town,822,8,228,3.5%,24,847,2.8%,43,150,28.7%,3.5%,0.0%
5116533488,519999,VIRGINIA STATE PROGRAM,51,VA,165,Rockingham County,33488,Grottoes town,840,10,364,2.7%,0,827,0.0%,59,240,24.6%,3.5%,0.0%
5116550030,519999,VIRGINIA STATE PROGRAM,51,VA,165,Rockingham County,50030,Massanutten CDP,750,7,440,1.6%,0,887,0.0%,47,290,16.2%,3.5%,0.0%
5116553864,519999,VIRGINIA STATE PROGRAM,51,VA,165,Rockingham County,53864,Mount Crawford town,89,0,36,0.0%,0,97,0.0%,2,24,8.3%,3.5%,0.0%
5116578736,519999,VIRGINIA STATE PROGRAM,51,VA,165,Rockingham County,78736,Timberville town,706,6,328,1.8%,0,755,0.0%,39,216,18.1%,3.5%,0.0%
5116599999,519999,VIRGINIA STATE PROGRAM,51,VA,165,Rockingham County,99999,,"18,933",136,"7,726",1.8%,22,"20,990",0.1%,880,"5,091",17.3%,3.5%,0.0%
5116713512,519999,VIRGINIA STATE PROGRAM,51,VA,167,Russell County,13512,Castlewood CDP,858,7,121,5.8%,1,233,0.4%,31,80,38.8%,6.1%,0.0%
5116717296,519999,VIRGINIA STATE PROGRAM,51,VA,167,Russell County,17296,Cleveland town,80,0,8,0.0%,2,54,3.7%,2,6,33.3%,6.1%,0.0%
5116738280,519999,VIRGINIA STATE PROGRAM,51,VA,167,Russell County,38280,Honaker town,393,4,68,5.9%,1,330,0.3%,16,45,35.6%,6.1%,0.0%
511674,511674,WINCHESTER,51,VA,840,Winchester city,86720,Winchester city,"9,994",229,"4,600",5.0%,424,"11,784",3.6%,761,"3,031",25.1%,4.7%,-12.0%
5116744696,519999,VIRGINIA STATE PROGRAM,51,VA,167,Russell County,44696,Lebanon town,"1,368",11,260,4.2%,25,895,2.8%,48,172,27.9%,6.1%,0.0%
5116765744,519999,VIRGINIA STATE PROGRAM,51,VA,167,Russell County,65744,Raven CDP,192,1,13,7.7%,0,58,0.0%,3,9,33.3%,6.1%,0.0%
5116769936,519999,VIRGINIA STATE PROGRAM,51,VA,167,Russell County,69936,St. Paul town,84,0,5,0.0%,0,86,0.0%,1,3,33.3%,6.1%,0.0%
5116799999,519999,VIRGINIA STATE PROGRAM,51,VA,167,Russell County,99999,,"8,791",61,"1,240",4.9%,93,"5,449",1.7%,258,817,31.6%,6.1%,0.0%
5116917536,519999,VIRGINIA STATE PROGRAM,51,VA,169,Scott County,17536,Clinchport town,27,0,2,0.0%,0,15,0.0%,0,1,0.0%,6.0%,0.0%
5116923680,519999,VIRGINIA STATE PROGRAM,51,VA,169,Scott County,23680,Duffield town,28,0,4,0.0%,0,35,0.0%,1,3,33.3%,6.0%,0.0%
5116923952,519999,VIRGINIA STATE PROGRAM,51,VA,169,Scott County,23952,Dungannon town,133,1,8,12.5%,0,72,0.0%,2,5,40.0%,6.0%,0.0%
5116930496,519999,VIRGINIA STATE PROGRAM,51,VA,169,Scott County,30496,Gate City town,"1,002",13,281,4.6%,0,"1,871",0.0%,56,185,30.3%,6.0%,0.0%
5116956304,519999,VIRGINIA STATE PROGRAM,51,VA,169,Scott County,56304,Nickelsville town,177,1,19,5.3%,0,97,0.0%,4,13,30.8%,6.0%,0.0%
5116983808,519999,VIRGINIA STATE PROGRAM,51,VA,169,Scott County,83808,Weber City town,633,3,91,3.3%,0,474,0.0%,12,60,20.0%,6.0%,0.0%
5116999999,519999,VIRGINIA STATE PROGRAM,51,VA,169,Scott County,99999,,"7,851",42,886,4.7%,3,"6,263",0.0%,178,583,30.5%,6.0%,0.0%
5117104928,519999,VIRGINIA STATE PROGRAM,51,VA,171,Shenandoah County,04928,Basye-Bryce Mountain CDP,390,6,222,2.7%,0,391,0.0%,28,147,19.0%,4.9%,0.0%
5117125008,519999,VIRGINIA STATE PROGRAM,51,VA,171,Shenandoah County,25008,Edinburg town,401,6,197,3.0%,0,428,0.0%,30,130,23.1%,4.9%,0.0%
5117153992,519999,VIRGINIA STATE PROGRAM,51,VA,171,Shenandoah County,53992,Mount Jackson town,665,9,236,3.8%,0,627,0.0%,43,155,27.7%,4.9%,0.0%
5117155848,519999,VIRGINIA STATE PROGRAM,51,VA,171,Shenandoah County,55848,New Market town,712,8,289,2.8%,0,665,0.0%,37,190,19.5%,4.9%,0.0%
5117176000,519999,VIRGINIA STATE PROGRAM,51,VA,171,Shenandoah County,76000,Strasburg town,"1,774",45,"1,462",3.1%,26,"2,444",1.1%,217,963,22.5%,4.9%,0.0%
5117179024,519999,VIRGINIA STATE PROGRAM,51,VA,171,Shenandoah County,79024,Toms Brook town,112,2,73,2.7%,0,123,0.0%,11,48,22.9%,4.9%,0.0%
5117187712,519999,VIRGINIA STATE PROGRAM,51,VA,171,Shenandoah County,87712,Woodstock town,"1,622",22,739,3.0%,28,"1,974",1.4%,106,487,21.8%,4.9%,0.0%
5117199999,519999,VIRGINIA STATE PROGRAM,51,VA,171,Shenandoah County,99999,,"8,608",137,"4,718",2.9%,36,"9,576",0.4%,664,"3,109",21.4%,4.9%,0.0%
5117300468,519999,VIRGINIA STATE PROGRAM,51,VA,173,Smyth County,00468,Adwolf CDP,561,5,133,3.8%,1,466,0.2%,23,88,26.1%,5.8%,0.0%
5117303512,519999,VIRGINIA STATE PROGRAM,51,VA,173,Smyth County,03512,Atkins CDP,488,2,76,2.6%,0,449,0.0%,10,50,20.0%,5.8%,0.0%
5117316480,519999,VIRGINIA STATE PROGRAM,51,VA,173,Smyth County,16480,Chilhowie town,703,7,167,4.2%,1,584,0.2%,28,110,25.5%,5.8%,0.0%
